,da_number,cwa_determination,slopegradd,slopegradw,brockdepmi,wtdepannmi,wtdepaprju,flodfreqdc,flodfreqma,pondfreqpr,aws025wta,aws050wta,aws0100wta,aws0150wta,drclassdcd,drclasswet,hydgrpdcd,iccdcd,iccdcdpct,niccdcd,niccdcdpct,engdwobdcd,engdwbdcd,engdwbll,engdwbml,engstafdcd,engstafll,engstafml,engsldcd,engsldcp,englrsdcd,engcmssdcd,engcmssmp,urbrecptdc,urbrecptwt,forpehrtdc,hydclprs,awmmfpwwta
2738,MVK-2019-00225-TB,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,7.48,15.48,20.2,5.0,5.0,1.0,,100.0,2.0,85.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.015,1.0,0.0,0.317
2739,MVK-2019-00226-TB,0,0.5,0.5,0.0,63.0,63.0,0.0,0.0,0.0,3.52,6.99,12.0,16.09,4.0,4.0,2.0,2.0,98.0,2.0,98.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.073,1.0,2.0,0.995
2740,MVK-2019-00227-TB,0,0.5,0.6,0.0,23.0,23.0,4.0,4.0,0.0,4.24,8.43,16.77,24.71,5.0,2.0,2.0,,100.0,5.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.6,1.0,90.0,1.0
2741,MVK-2019-00228-TB,0,1.0,1.0,0.0,25.0,25.0,0.0,0.0,0.0,3.65,7.16,10.95,14.54,3.0,3.0,6.0,2.0,90.0,2.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,10.0,1.0
2742,MVK-2019-00229-TB,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,7.48,15.48,20.2,5.0,5.0,1.0,,100.0,2.0,85.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.015,1.0,0.0,0.317
2743,MVK-2019-00230-TB,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,7.48,15.48,20.2,5.0,5.0,1.0,,100.0,2.0,85.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.015,1.0,0.0,0.317
2744,MVK-2019-00231,0,1.0,1.0,0.0,25.0,25.0,0.0,0.0,0.0,3.65,7.16,10.95,14.54,3.0,3.0,6.0,2.0,90.0,2.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,10.0,1.0
2745,MVK-2019-00232-TB,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,7.48,15.48,20.2,5.0,5.0,1.0,,100.0,2.0,85.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.015,1.0,0.0,0.317
2746,MVK-2019-00233-TB,0,0.5,0.5,0.0,63.0,63.0,0.0,0.0,0.0,3.52,6.99,12.0,16.09,4.0,4.0,2.0,2.0,98.0,2.0,98.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.073,1.0,2.0,0.995
2747,MVK-2019-00234,0,0.5,0.6,0.0,23.0,23.0,4.0,4.0,0.0,4.24,8.43,16.77,24.71,5.0,2.0,2.0,,100.0,5.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.6,1.0,90.0,1.0
2748,MVK-2019-00235-TB,0,0.5,0.6,0.0,23.0,23.0,4.0,4.0,0.0,4.24,8.43,16.77,24.71,5.0,2.0,2.0,,100.0,5.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.6,1.0,90.0,1.0
2749,MVK-2019-00236-TB,0,0.5,0.6,0.0,23.0,23.0,4.0,4.0,0.0,4.24,8.43,16.77,24.71,5.0,2.0,2.0,,100.0,5.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.6,1.0,90.0,1.0
2750,MVK-2019-00237-TB,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,7.48,15.48,20.2,5.0,5.0,1.0,,100.0,2.0,85.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.015,1.0,0.0,0.317
2751,MVK-2019-00264-AEL,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.5,7.0,10.5,6.0,6.0,0.0,,100.0,3.0,100.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.808,2.0,0.0,1.0
2752,MVK-2019-00270-AEL,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,6.04,12.54,18.84,5.0,5.0,2.0,,100.0,3.0,90.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.052,2.0,10.0,0.5
2753,MVK-2019-00283-AEL,0,7.0,7.0,0.0,49.0,0.0,0.0,0.0,0.0,5.36,10.84,16.79,24.69,4.0,4.0,6.0,,100.0,4.0,99.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.26,2.0,0.0,0.961
2754,MVK-2019-00297-TB,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,4.65,8.65,12.65,5.0,5.0,1.0,,100.0,4.0,100.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.053,2.0,0.0,0.317
2755,MVK-2019-00308-TB,0,1.0,1.0,0.0,61.0,0.0,3.0,3.0,0.0,5.26,9.96,20.4,30.78,4.0,4.0,2.0,,100.0,2.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.189,1.0,15.0,0.999
2756,MVK-2019-00325-AEL,0,2.0,2.0,0.0,61.0,0.0,0.0,0.0,0.0,3.75,7.36,13.22,17.22,4.0,4.0,2.0,,100.0,2.0,60.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.021,1.0,5.0,0.999
2757,MVK-2019-00326-AEL,0,1.0,1.0,0.0,99.0,99.0,2.0,2.0,0.0,5.47,10.96,21.93,30.38,5.0,5.0,2.0,,93.0,1.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.145,1.0,5.0,0.527
2758,MVK-2019-00331-TB,0,1.0,1.0,0.0,38.0,38.0,3.0,3.0,0.0,5.24,9.78,18.85,19.43,3.0,3.0,5.0,,100.0,2.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.865,1.0,5.0,1.0
2759,MVK-2019-00353-TB,0,1.0,1.0,0.0,99.0,99.0,2.0,2.0,0.0,5.47,10.96,21.93,30.38,5.0,5.0,2.0,,93.0,1.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.145,1.0,5.0,0.527
2760,MVK-2019-00368-TB,0,0.0,1.0,0.0,0.0,0.0,,,0.0,5.5,10.93,21.67,32.67,,,,,93.0,,90.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
2761,MVK-2019-00393-AEL,0,0.5,0.5,0.0,31.0,69.0,4.0,4.0,0.0,4.17,8.33,16.67,25.0,2.0,2.0,2.0,,100.0,5.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.667,1.0,100.0,1.0
2762,MVK-2019-00398-TB,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2763,MVK-2019-00413-Tb,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,7.24,14.74,22.01,5.0,5.0,1.0,3.0,85.0,3.0,85.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.026,2.0,0.0,0.495
2764,MVK-2019-00427-AEL,0,1.0,1.0,0.0,114.0,0.0,0.0,0.0,0.0,3.44,7.19,14.69,22.21,5.0,5.0,2.0,,100.0,1.0,95.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,0.08,1.0,5.0,0.522
2765,MVK-2019-00430-TB,0,1.0,1.0,0.0,23.0,23.0,4.0,4.0,0.0,4.2,7.95,15.45,22.95,2.0,2.0,5.0,,90.0,5.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,1.0
2766,MVK-2019-00445-TB,0,4.0,4.0,0.0,66.0,0.0,0.0,0.0,0.0,5.39,10.88,17.58,23.03,4.0,4.0,2.0,,100.0,3.0,100.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.08,2.0,0.0,0.974
2767,MVK-2019-00452-TB,0,1.0,1.0,0.0,69.0,69.0,0.0,0.0,4.0,4.91,9.81,19.17,27.52,3.0,3.0,2.0,,100.0,2.0,94.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.15,1.0,6.0,1.0
2768,MVK-2019-00459-TB,0,0.5,0.6,0.0,20.0,20.0,0.0,0.0,0.0,4.0,8.0,16.0,23.77,2.0,2.0,5.0,,100.0,4.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,90.0,1.0
2769,MVK-2019-00471-AEL,0,4.0,4.3,0.0,153.0,0.0,0.0,0.0,0.0,3.08,6.7,14.39,20.73,5.0,5.0,1.0,,100.0,3.0,90.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.013,2.0,0.0,0.419
2770,MVK-2019-00476-AEL,0,0.5,0.5,0.0,61.0,61.0,0.0,0.0,0.0,4.5,9.0,16.44,23.44,4.0,4.0,2.0,,100.0,2.0,87.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.015,1.0,0.0,1.0
2771,MVK-2019-00483-TB,0,23.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,3.9,7.72,15.12,22.03,,5.0,,,100.0,7.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.706,0.0,4.0,1.0
2772,MVK-2019-00497-AEL,0,3.0,3.0,0.0,53.0,0.0,0.0,0.0,0.0,3.75,7.25,12.99,16.99,4.0,4.0,6.0,,100.0,2.0,85.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.109,2.0,0.0,1.0
2773,MVK-2019-00504-TB,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,6.5,13.0,16.74,5.0,5.0,0.0,,100.0,2.0,90.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.002,1.0,10.0,1.0
2774,MVK-2019-00506-AEL,0,7.0,6.5,0.0,46.0,0.0,0.0,0.0,0.0,5.27,10.36,16.22,21.53,4.0,4.0,3.0,,100.0,3.0,56.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.53,2.0,5.0,1.0
2775,MVK-2019-00507-AEL,0,5.0,4.7,0.0,76.0,0.0,0.0,0.0,0.0,5.29,10.57,19.12,25.65,4.0,4.0,2.0,,100.0,3.0,65.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.279,2.0,5.0,1.0
2776,MVK-2019-00508,0,10.0,10.0,0.0,76.0,0.0,0.0,0.0,0.0,5.19,10.26,18.43,24.57,4.0,4.0,2.0,,100.0,4.0,45.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,1.0
2777,MVK-2019-00509-AEL,0,7.0,6.5,0.0,46.0,0.0,0.0,0.0,0.0,5.27,10.36,16.22,21.53,4.0,4.0,3.0,,100.0,3.0,56.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.53,2.0,5.0,1.0
2778,MVK-2019-00510-AEL,0,5.0,4.7,0.0,76.0,0.0,0.0,0.0,0.0,5.29,10.57,19.12,25.65,4.0,4.0,2.0,,100.0,3.0,65.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.279,2.0,5.0,1.0
2779,MVK-2019-00511-AEL,0,7.0,6.7,0.0,46.0,46.0,0.0,0.0,0.0,5.36,10.64,17.27,24.1,4.0,4.0,6.0,,100.0,3.0,65.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.484,2.0,3.0,1.0
2780,MVK-2019-00512-AEL,0,5.0,4.7,0.0,76.0,0.0,0.0,0.0,0.0,5.29,10.57,19.12,25.65,4.0,4.0,2.0,,100.0,3.0,65.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.279,2.0,5.0,1.0
2781,MVK-2019-00513-AEL,0,7.0,6.5,0.0,46.0,0.0,0.0,0.0,0.0,5.27,10.36,16.22,21.53,4.0,4.0,3.0,,100.0,3.0,56.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.53,2.0,5.0,1.0
2782,MVK-2019-00514-AEL,0,7.0,6.5,0.0,46.0,0.0,0.0,0.0,0.0,5.27,10.36,16.22,21.53,4.0,4.0,3.0,,100.0,3.0,56.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.53,2.0,5.0,1.0
2783,MVK-2019-00515-AEL,0,5.0,4.7,0.0,76.0,0.0,0.0,0.0,0.0,5.29,10.57,19.12,25.65,4.0,4.0,2.0,,100.0,3.0,65.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.279,2.0,5.0,1.0
2784,MVK-2019-00516-AEL,0,7.0,6.5,0.0,46.0,0.0,0.0,0.0,0.0,5.27,10.36,16.22,21.53,4.0,4.0,3.0,,100.0,3.0,56.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.53,2.0,5.0,1.0
2785,MVK-2019-00517-AEL,0,1.0,1.0,0.0,31.0,31.0,0.0,0.0,0.0,5.47,10.91,18.05,24.17,3.0,3.0,3.0,,100.0,2.0,58.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.86,1.0,7.0,1.0
2786,MVK-2019-00519-TB,0,15.0,15.0,0.0,71.0,0.0,0.0,0.0,0.0,5.38,10.63,17.39,19.59,4.0,4.0,2.0,,100.0,7.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0
2787,MVK-2019-00538-AEL,0,1.0,1.0,0.0,53.0,0.0,0.0,0.0,0.0,5.51,10.76,19.5,28.0,3.0,3.0,6.0,,100.0,2.0,80.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.109,1.0,3.0,1.0
2788,MVK-2019-00543-TB,0,5.0,5.0,0.0,76.0,0.0,0.0,0.0,0.0,3.06,6.81,14.31,21.81,4.0,4.0,2.0,,100.0,3.0,85.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.016,2.0,15.0,0.856
2789,MVK-2019-00549-AEL,0,5.0,4.7,0.0,76.0,0.0,0.0,0.0,0.0,5.29,10.57,19.12,25.65,4.0,4.0,2.0,,100.0,3.0,65.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.279,2.0,5.0,1.0
2790,MVK-2019-00550-AEL,0,10.0,10.0,0.0,76.0,0.0,0.0,0.0,0.0,5.19,10.26,18.43,24.57,4.0,4.0,2.0,,100.0,4.0,45.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,1.0
2791,MVK-2019-00551-AEL,0,1.0,1.0,0.0,31.0,31.0,0.0,0.0,0.0,5.47,10.91,18.05,24.17,3.0,3.0,3.0,,100.0,2.0,58.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.86,1.0,7.0,1.0
2792,MVK-2019-00552-AEL,0,7.0,6.7,0.0,46.0,46.0,0.0,0.0,0.0,5.36,10.64,17.27,24.1,4.0,4.0,6.0,,100.0,3.0,65.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.484,2.0,3.0,1.0
2793,MVK-2019-00553-AEL,0,7.0,6.5,0.0,46.0,0.0,0.0,0.0,0.0,5.27,10.36,16.22,21.53,4.0,4.0,3.0,,100.0,3.0,56.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.53,2.0,5.0,1.0
2794,MVK-2019-00554-AEL,0,7.0,6.5,0.0,46.0,0.0,0.0,0.0,0.0,5.27,10.36,16.22,21.53,4.0,4.0,3.0,,100.0,3.0,56.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.53,2.0,5.0,1.0
2795,MVK-2019-00555-AEL,0,7.0,6.5,0.0,46.0,0.0,0.0,0.0,0.0,5.27,10.36,16.22,21.53,4.0,4.0,3.0,,100.0,3.0,56.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.53,2.0,5.0,1.0
2796,MVK-2019-00556-AEL,0,5.0,4.7,0.0,76.0,0.0,0.0,0.0,0.0,5.29,10.57,19.12,25.65,4.0,4.0,2.0,,100.0,3.0,65.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.279,2.0,5.0,1.0
2797,MVK-2019-00557-AEL,0,5.0,4.7,0.0,76.0,0.0,0.0,0.0,0.0,5.29,10.57,19.12,25.65,4.0,4.0,2.0,,100.0,3.0,65.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.279,2.0,5.0,1.0
2798,MVK-2019-00558-AEL,0,10.0,10.0,0.0,76.0,0.0,0.0,0.0,0.0,5.19,10.26,18.43,24.57,4.0,4.0,2.0,,100.0,4.0,45.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,1.0
2799,MVK-2019-00559-AEL,0,7.0,6.5,0.0,46.0,0.0,0.0,0.0,0.0,5.27,10.36,16.22,21.53,4.0,4.0,3.0,,100.0,3.0,56.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.53,2.0,5.0,1.0
2800,MVK-2019-00560-AEL,0,7.0,6.5,0.0,46.0,0.0,0.0,0.0,0.0,5.27,10.36,16.22,21.53,4.0,4.0,3.0,,100.0,3.0,56.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.53,2.0,5.0,1.0
2801,MVK-2019-00561-AEL,0,4.0,4.0,0.0,66.0,0.0,0.0,0.0,0.0,5.39,10.88,17.58,23.03,4.0,4.0,2.0,,100.0,3.0,100.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.08,2.0,0.0,0.974
2802,MVK-2019-00563-AEL,0,1.0,1.0,0.0,46.0,46.0,3.0,3.0,0.0,5.23,10.3,20.43,21.77,4.0,3.0,1.0,,93.0,2.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.264,1.0,3.0,0.785
2803,MVK-2019-00568-AEL,0,1.0,1.2,0.0,61.0,61.0,0.0,0.0,0.0,3.93,8.43,17.34,25.84,3.0,3.0,2.0,,100.0,2.0,90.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.074,1.0,2.0,1.0
2804,MVK-2019-00572-KB,0,10.0,10.4,0.0,84.0,84.0,0.0,0.0,0.0,3.65,7.9,16.24,24.24,4.0,4.0,3.0,6.0,90.0,6.0,90.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.106,2.0,0.0,1.0
2805,MVK-2019-00573-KB,0,0.5,0.5,0.0,15.0,15.0,0.0,0.0,0.0,4.25,8.5,17.0,25.5,2.0,2.0,6.0,,100.0,5.0,95.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,97.0,1.0
2806,MVK-2019-00583-TB,0,1.0,1.0,0.0,31.0,31.0,0.0,0.0,10.0,4.75,9.5,16.03,20.03,3.0,3.0,6.0,,100.0,3.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.998,1.0,10.0,1.0
2807,MVK-2019-00589-KB,0,26.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.61,7.61,15.39,22.89,5.0,5.0,1.0,,92.0,7.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0
2808,MVK-2019-00598-TB,0,0.5,0.8,0.0,15.0,15.0,0.0,0.0,0.0,4.25,8.5,17.0,25.5,2.0,2.0,6.0,,100.0,5.0,70.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.875,1.0,75.0,1.0
2809,MVK-2019-00605-AEL,0,1.0,1.0,0.0,31.0,31.0,0.0,0.0,0.0,5.47,10.91,18.05,24.17,3.0,3.0,3.0,,100.0,2.0,58.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.86,1.0,7.0,1.0
2810,MVK-2019-00606-AEL,0,7.0,6.5,0.0,46.0,0.0,0.0,0.0,0.0,5.27,10.36,16.22,21.53,4.0,4.0,3.0,,100.0,3.0,56.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.53,2.0,5.0,1.0
2811,MVK-2019-00607-AEL,0,7.0,6.5,0.0,46.0,0.0,0.0,0.0,0.0,5.27,10.36,16.22,21.53,4.0,4.0,3.0,,100.0,3.0,56.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.53,2.0,5.0,1.0
2812,MVK-2019-00608-AEL,0,7.0,6.5,0.0,46.0,0.0,0.0,0.0,0.0,5.27,10.36,16.22,21.53,4.0,4.0,3.0,,100.0,3.0,56.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.53,2.0,5.0,1.0
2813,MVK-2019-00609-AEL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,100.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2814,MVK-2019-00620-AEL,0,0.5,0.5,0.0,0.0,0.0,2.0,2.0,3.0,2.86,5.73,11.43,17.97,2.0,2.0,3.0,,100.0,3.0,97.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,97.0,1.0
2815,MVK-2019-00632-TB,0,0.5,0.5,0.0,122.0,122.0,3.0,3.0,0.0,2.75,6.3,13.8,19.02,5.0,5.0,1.0,,100.0,2.0,95.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.006,1.0,5.0,0.6
2816,MVK-2019-00636-AEL,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38,10.63,21.24,32.24,5.0,5.0,1.0,,100.0,4.0,100.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.083,2.0,0.0,0.317
2817,MVK-2019-00661-KB,0,0.5,0.5,0.0,30.0,30.0,0.0,0.0,0.0,4.5,9.0,18.0,27.0,2.0,2.0,6.0,,100.0,3.0,80.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90.0,1.0
2818,MVK-2019-00670-KB,0,21.0,21.0,30.0,0.0,0.0,0.0,0.0,0.0,2.62,4.4,6.69,6.69,5.0,5.0,3.0,,100.0,7.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.68,3.0,0.0,1.0
2819,MVK-2019-00675-AEL,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,3.0,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2820,MVK-2019-00686-TB,0,0.5,0.5,0.0,31.0,31.0,0.0,0.0,0.0,5.5,11.0,19.36,24.86,3.0,3.0,6.0,,100.0,2.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.998,1.0,10.0,1.0
2821,MVK-2019-00690-KB,0,2.0,1.9,0.0,153.0,153.0,0.0,0.0,0.0,5.43,10.68,21.18,31.55,5.0,5.0,1.0,,100.0,2.0,100.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.11,1.0,5.0,0.177
2822,MVK-2019-00692-AEL,1,1.0,1.0,0.0,69.0,69.0,0.0,0.0,0.0,4.1,8.13,16.13,25.38,3.0,3.0,2.0,,100.0,3.0,90.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.122,1.0,10.0,0.959
2823,MVK-2019-00698-KB,0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,11.0,22.0,33.0,,,,,100.0,7.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
