,da_number,cwa_determination,slopegradd,slopegradw,brockdepmi,wtdepannmi,wtdepaprju,flodfreqdc,flodfreqma,pondfreqpr,aws025wta,aws050wta,aws0100wta,aws0150wta,drclassdcd,drclasswet,hydgrpdcd,iccdcd,iccdcdpct,niccdcd,niccdcdpct,engdwobdcd,engdwbdcd,engdwbll,engdwbml,engstafdcd,engstafll,engstafml,engsldcd,engsldcp,englrsdcd,engcmssdcd,engcmssmp,urbrecptdc,urbrecptwt,forpehrtdc,hydclprs,awmmfpwwta
90,LRB-2015-00789,0,0.5,0.5,0.0,15.0,15.0,0.0,0.0,91.0,5.25,9.16,16.25,21.17,1.0,1.0,6.0,,100.0,2.0,94.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.0,1.0
91,LRB-2015-00830,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.84,8.16,15.56,22.97,2.0,2.0,6.0,,100.0,4.0,91.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,1.0,95.0,1.0
92,LRB-2015-00834,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,7.01,13.49,19.52,5.0,5.0,1.0,,100.0,2.0,98.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.032,2.0,0.0,0.191
93,LRB-2015-00838,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,LRB-2015-00839,1,2.0,2.0,0.0,137.0,137.0,2.0,2.0,0.0,4.03,7.66,10.58,13.4,5.0,5.0,1.0,,100.0,1.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.045,1.0,0.0,0.339
95,LRB-2015-00847,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.43,9.45,17.6,26.36,2.0,2.0,3.0,,100.0,4.0,91.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993,1.0,95.0,1.0
96,LRB-2015-00865,1,2.0,2.0,0.0,46.0,46.0,0.0,0.0,5.0,5.0,10.0,20.0,28.86,3.0,3.0,5.0,,100.0,2.0,98.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.436,1.0,5.0,1.0
97,LRB-2015-00873,1,10.0,11.3,0.0,38.0,38.0,0.0,0.0,0.0,4.23,7.69,10.33,12.72,4.0,3.0,3.0,,100.0,4.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.694,1.0,0.0,1.0
98,LRB-2015-00882,1,6.0,6.1,0.0,46.0,46.0,0.0,0.0,0.0,5.09,9.35,16.32,21.84,4.0,4.0,6.0,,100.0,2.0,90.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.456,2.0,0.0,1.0
99,LRB-2015-00883,1,6.0,6.1,0.0,46.0,46.0,0.0,0.0,0.0,5.09,9.35,16.32,21.84,4.0,4.0,6.0,,100.0,2.0,90.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.456,2.0,0.0,1.0
100,LRB-2015-00884,1,6.0,6.1,0.0,46.0,46.0,0.0,0.0,0.0,5.09,9.35,16.32,21.84,4.0,4.0,6.0,,100.0,2.0,90.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.456,2.0,0.0,1.0
101,LRB-2015-00900,1,1.0,1.0,0.0,15.0,15.0,4.0,4.0,85.0,5.29,10.04,18.9,25.68,2.0,2.0,5.0,,100.0,3.0,85.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,92.0,1.0
102,LRB-2015-00928,0,2.0,2.0,0.0,15.0,15.0,0.0,0.0,0.0,4.55,8.3,15.8,21.4,2.0,2.0,3.0,,100.0,4.0,80.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90.0,1.0
103,LRB-2015-00931,1,2.0,2.0,0.0,23.0,23.0,0.0,0.0,0.0,4.5,8.15,14.23,19.23,3.0,3.0,6.0,,100.0,3.0,75.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0
104,LRB-2015-00935,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,LRB-2015-00941,0,1.0,1.0,0.0,15.0,15.0,4.0,4.0,0.0,5.35,10.1,19.6,26.82,2.0,2.0,5.0,,100.0,3.0,85.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,85.0,1.0
106,LRB-2015-00960,1,1.0,1.0,0.0,137.0,137.0,2.0,2.0,0.0,4.75,9.1,17.04,23.54,5.0,5.0,1.0,,100.0,1.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.056,1.0,0.0,0.317
107,LRB-2015-00962,0,1.0,1.0,0.0,15.0,15.0,0.0,0.0,99.0,5.5,10.56,19.51,27.01,1.0,1.0,5.0,,100.0,2.0,100.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,99.0,1.0
108,LRB-2015-00978,1,1.0,1.2,0.0,20.0,20.0,0.0,0.0,10.0,5.48,8.8,13.51,16.78,3.0,3.0,3.0,,100.0,3.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0
109,LRB-2015-01037,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
110,LRB-2015-01054,1,9.0,8.5,0.0,30.0,30.0,0.0,0.0,0.0,5.19,8.69,13.08,16.53,4.0,4.0,3.0,,100.0,4.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0
111,LRB-2015-01058,1,0.5,0.5,0.0,23.0,23.0,3.0,3.0,0.0,4.98,9.73,19.23,27.35,3.0,3.0,5.0,,100.0,3.0,70.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,10.0,1.0
112,LRB-2015-01076,1,1.0,1.0,91.0,15.0,15.0,0.0,0.0,0.0,3.65,6.9,12.23,12.23,2.0,2.0,3.0,,100.0,4.0,94.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,1.0
113,LRB-2015-01117,0,2.0,2.0,0.0,31.0,31.0,0.0,0.0,0.0,4.75,8.62,15.1,21.1,3.0,3.0,6.0,,100.0,3.0,75.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.998,1.0,5.0,1.0
114,LRB-2015-01127,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,LRB-2015-01132,1,1.0,1.1,0.0,0.0,0.0,4.0,4.0,30.0,5.99,11.38,21.78,31.46,2.0,1.0,5.0,,100.0,5.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,90.0,1.0
116,LRB-2015-01133,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,5.81,9.36,10.86,5.0,5.0,0.0,,100.0,2.0,75.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.007,1.0,5.0,1.0
117,LRB-2015-01141,0,1.0,1.0,0.0,15.0,15.0,0.0,0.0,0.0,4.67,8.42,15.92,23.03,2.0,2.0,6.0,,100.0,3.0,95.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,1.0
118,LRB-2015-01161,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.13,8.94,16.11,22.77,2.0,2.0,3.0,,100.0,4.0,91.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993,1.0,95.0,1.0
119,LRB-2015-01162,0,3.0,3.0,84.0,31.0,31.0,0.0,0.0,0.0,4.74,9.26,15.46,15.46,3.0,3.0,6.0,,100.0,3.0,80.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.998,1.0,0.0,1.0
120,LRB-2015-01169,0,6.0,6.0,0.0,31.0,31.0,0.0,0.0,0.0,4.63,7.88,14.29,20.29,3.0,3.0,3.0,,100.0,3.0,75.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.998,2.0,5.0,1.0
121,LRB-2015-01182,0,5.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,3.99,7.57,12.03,16.0,5.0,5.0,1.0,,100.0,2.0,80.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,3.0,0.003,2.0,20.0,0.616
122,LRB-2015-01186,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,95.0,4.66,7.47,13.01,19.38,1.0,1.0,6.0,,100.0,3.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95.0,1.0
123,LRB-2015-01187,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,LRB-2015-01188,1,0.0,0.1,0.0,15.0,15.0,0.0,0.0,90.0,4.96,7.26,11.65,15.18,1.0,1.0,6.0,,100.0,2.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0
125,LRB-2015-01217,1,1.0,1.0,0.0,45.0,45.0,0.0,0.0,0.0,5.75,9.96,17.96,23.98,3.0,3.0,6.0,,100.0,2.0,90.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,1.0,10.0,1.0
126,LRB-2015-01224,1,0.5,0.5,0.0,31.0,31.0,3.0,3.0,0.0,5.35,10.1,19.6,29.1,3.0,3.0,5.0,,100.0,2.0,95.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.998,1.0,0.0,1.0
127,LRB-2015-01225,1,1.0,1.0,77.0,53.0,53.0,0.0,0.0,0.0,4.75,8.5,11.94,11.94,3.0,3.0,6.0,,100.0,2.0,85.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.109,1.0,0.0,1.0
128,LRB-2015-01231,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,LRB-2015-01241,1,6.0,6.0,0.0,137.0,137.0,2.0,2.0,0.0,2.71,4.96,9.46,11.8,5.0,5.0,0.0,,100.0,2.0,80.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.003,2.0,0.0,1.0
130,LRB-2015-01242,1,5.0,5.0,0.0,54.0,54.0,0.0,0.0,0.0,3.54,6.91,12.97,18.95,4.0,4.0,5.0,,100.0,2.0,95.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.138,2.0,0.0,0.955
131,LRB-2015-01254,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.13,8.94,16.11,22.77,2.0,2.0,3.0,,100.0,4.0,91.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993,1.0,95.0,1.0
132,LRB-2015-01260,1,48.0,48.0,77.0,0.0,0.0,0.0,0.0,0.0,5.25,9.45,13.09,13.09,5.0,5.0,3.0,,100.0,7.0,85.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,1.0
133,LRB-2015-01271,1,6.0,6.0,79.0,0.0,0.0,0.0,0.0,0.0,3.3,5.8,7.66,7.66,6.0,6.0,2.0,,100.0,2.0,75.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.01,2.0,0.0,1.0
134,LRB-2015-01290,1,4.0,3.9,0.0,20.0,20.0,0.0,0.0,5.0,5.51,8.87,13.51,16.61,3.0,3.0,3.0,,100.0,3.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0
135,LRB-2015-01320,1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,6.65,13.13,19.16,5.0,5.0,1.0,,100.0,2.0,98.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.031,2.0,0.0,0.191
136,LRB-2015-01338,1,1.0,1.1,0.0,0.0,0.0,4.0,4.0,30.0,5.99,11.38,21.78,31.46,2.0,1.0,5.0,,100.0,5.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,90.0,1.0
137,LRB-2015-01344,1,6.0,5.6,0.0,50.0,50.0,0.0,0.0,0.0,4.92,8.8,10.53,11.78,4.0,4.0,3.0,,100.0,2.0,90.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.311,2.0,0.0,1.0
138,LRB-2015-01357,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,LRB-2015-01367,1,45.0,42.5,61.0,46.0,46.0,0.0,0.0,0.0,3.58,6.53,8.68,9.11,5.0,4.0,2.0,,100.0,7.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0
140,LRB-2016-00021,1,2.0,2.0,0.0,23.0,23.0,0.0,0.0,0.0,4.5,8.15,14.23,19.23,3.0,3.0,6.0,,100.0,3.0,75.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0
141,LRB-2016-00037,1,28.0,29.3,43.0,0.0,0.0,0.0,0.0,0.0,4.07,7.05,8.83,9.27,5.0,5.0,2.0,,100.0,7.0,95.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0
142,LRB-2016-00057,1,0.0,0.1,0.0,0.0,0.0,4.0,4.0,95.0,2.87,5.87,11.75,17.26,1.0,1.0,3.0,,100.0,4.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
143,LRB-2016-00071,1,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,5.5,10.49,19.99,28.77,5.0,5.0,1.0,,100.0,2.0,85.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.056,1.0,10.0,0.6
144,LRB-2016-00072,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,LRB-2016-00076,0,2.0,2.0,122.0,20.0,20.0,0.0,0.0,0.0,4.16,7.62,14.43,17.97,3.0,3.0,6.0,,100.0,3.0,88.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.887,1.0,5.0,1.0
146,LRB-2016-00077,1,6.0,6.0,0.0,137.0,137.0,2.0,2.0,0.0,2.95,5.7,10.78,14.78,5.0,5.0,0.0,,100.0,2.0,75.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.026,2.0,0.0,1.0
147,LRB-2016-00121,1,23.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,2.59,4.93,6.96,8.46,7.0,5.0,0.0,,100.0,7.0,55.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.804,3.0,2.0,1.0
148,LRB-2016-00132,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,LRB-2016-00136,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,LRB-2016-00164,1,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,6.11,10.39,13.5,5.0,5.0,1.0,,100.0,3.0,100.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0
151,LRB-2016-00173,1,5.0,5.0,0.0,54.0,54.0,0.0,0.0,0.0,3.54,6.91,12.97,18.95,4.0,4.0,5.0,,100.0,2.0,95.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.138,2.0,0.0,0.955
152,LRB-2016-00177,1,2.0,2.0,0.0,31.0,31.0,0.0,0.0,0.0,4.45,7.7,14.2,18.06,3.0,3.0,6.0,,100.0,3.0,75.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.998,1.0,5.0,1.0
153,LRB-2016-00190,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,LRB-2016-00221,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,7.01,13.49,19.52,5.0,5.0,1.0,,100.0,1.0,90.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.032,1.0,0.0,0.191
155,LRB-2016-00235,1,5.0,5.0,0.0,137.0,137.0,2.0,2.0,0.0,4.05,7.8,15.3,22.8,4.0,4.0,1.0,,100.0,2.0,80.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.025,2.0,0.0,0.019
156,LRB-2016-00248,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,10.0,20.0,25.4,2.0,2.0,6.0,,100.0,5.0,75.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90.0,1.0
157,LRB-2016-00249,1,1.0,1.0,0.0,137.0,137.0,4.0,4.0,0.0,4.5,8.0,14.28,19.78,5.0,5.0,0.0,,100.0,2.0,85.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.4,1.0,0.0,1.0
158,LRB-2016-00251,1,33.0,33.0,13.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,6.0,6.0,,,100.0,8.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,LRB-2016-00256,1,1.0,1.9,0.0,0.0,0.0,4.0,4.0,40.0,2.59,5.09,10.09,15.09,2.0,2.0,4.0,,100.0,5.0,75.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.72,1.0,55.0,1.0
160,LRB-2016-00265,1,4.0,4.0,0.0,52.0,52.0,0.0,0.0,0.0,4.21,6.77,13.01,19.73,4.0,4.0,3.0,,100.0,2.0,93.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.229,2.0,0.0,1.0
161,LRB-2016-00274,1,1.0,1.0,0.0,15.0,15.0,0.0,0.0,80.0,2.75,5.1,8.98,12.48,1.0,1.0,4.0,,100.0,4.0,80.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,80.0,1.0
162,LRB-2016-00276,0,1.0,1.0,0.0,15.0,15.0,0.0,0.0,80.0,4.5,8.44,14.18,19.68,1.0,1.0,6.0,,100.0,2.0,80.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,86.0,1.0
163,LRB-2016-00284,1,12.0,12.2,0.0,21.0,21.0,0.0,0.0,0.0,4.73,7.67,7.75,7.82,3.0,3.0,3.0,,100.0,3.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.977,3.0,4.0,1.0
164,LRB-2016-00296,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,6.11,10.39,13.5,5.0,5.0,1.0,,100.0,2.0,100.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.04,2.0,0.0,1.0
165,LRB-2016-00299,1,0.0,0.1,0.0,0.0,0.0,4.0,4.0,95.0,2.87,5.87,11.75,17.26,1.0,1.0,3.0,,100.0,4.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
166,LRB-2016-00322,1,1.0,1.0,0.0,137.0,137.0,4.0,4.0,0.0,4.3,7.8,14.02,19.52,5.0,3.0,0.0,,100.0,2.0,100.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.4,1.0,0.0,1.0
167,LRB-2016-00329,1,1.0,1.0,0.0,15.0,15.0,0.0,0.0,80.0,4.5,8.44,14.18,19.68,1.0,1.0,6.0,,100.0,2.0,80.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,86.0,1.0
168,LRB-2016-00350,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.13,8.94,16.11,22.77,2.0,2.0,3.0,,100.0,4.0,91.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993,1.0,95.0,1.0
169,LRB-2016-00409,0,2.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,3.83,6.91,11.49,13.59,5.0,5.0,0.0,,100.0,2.0,100.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.014,1.0,0.0,1.0
170,LRB-2016-00439,0,2.0,2.0,0.0,20.0,20.0,0.0,0.0,0.0,5.03,8.73,16.02,23.28,3.0,3.0,3.0,,100.0,3.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,5.0,1.0
171,LRB-2016-00467,1,1.0,1.0,0.0,46.0,46.0,3.0,3.0,0.0,5.5,10.88,18.88,26.79,4.0,4.0,5.0,,100.0,2.0,95.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.436,1.0,5.0,1.0
172,LRB-2016-00471,1,1.0,1.0,0.0,15.0,15.0,4.0,4.0,0.0,3.96,7.46,14.46,21.69,1.0,1.0,6.0,,100.0,3.0,85.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,92.0,1.0
173,LRB-2016-00472,1,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,2.69,4.87,9.18,13.26,2.0,2.0,4.0,,100.0,5.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.759,1.0,55.0,1.0
174,LRB-2016-00500,1,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,100.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,LRB-2016-00514,1,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,8.25,13.53,17.53,6.0,6.0,0.0,,100.0,3.0,80.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.633
176,LRB-2016-00515,1,11.0,8.3,23.0,0.0,0.0,0.0,0.0,20.0,8.36,14.33,17.4,18.14,5.0,1.0,1.0,,100.0,6.0,62.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.96,3.0,22.0,1.0
177,LRB-2016-00520,1,2.0,2.0,0.0,46.0,46.0,0.0,0.0,0.0,4.95,7.7,13.14,17.64,3.0,3.0,6.0,,100.0,3.0,85.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.436,1.0,8.0,1.0
178,LRB-2016-00539,0,6.0,6.0,0.0,54.0,54.0,0.0,0.0,0.0,2.25,4.0,6.72,9.22,4.0,4.0,4.0,,100.0,2.0,80.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.964,2.0,0.0,1.0
