,da_number,wb_area_sum_2500m,wb_gnis_name_ind_count_2500m,wb_ftype_artificialpath_2500m,wb_ftype_canalditch_2500m,wb_ftype_coastline_2500m,wb_ftype_connector_2500m,wb_ftype_pipeline_2500m,wb_ftype_streamriver_2500m,fl_areasqkm_sum_2500m,fl_gnis_name_ind_count_2500m,fl_totdasqkm_sum_2500m,fl_flow_type_count_2500m,fl_streamorde_sum_2500m,fl_intephem_sum_2500m,fl_startflag_sum_2500m,fl_divergence_sum_2500m,fl_length_sum_2500m,fl_ftype_artificialpath_2500m,fl_ftype_canalditch_2500m,fl_ftype_coastline_2500m,fl_ftype_connector_2500m,fl_ftype_pipeline_2500m,fl_ftype_streamriver_2500m,wb_area_sum_200m,wb_gnis_name_ind_count_200m,wb_ftype_artificialpath_200m,wb_ftype_canalditch_200m,wb_ftype_coastline_200m,wb_ftype_connector_200m,wb_ftype_pipeline_200m,wb_ftype_streamriver_200m,fl_areasqkm_sum_200m,fl_gnis_name_ind_count_200m,fl_totdasqkm_sum_200m,fl_flow_type_count_200m,fl_streamorde_sum_200m,fl_intephem_sum_200m,fl_startflag_sum_200m,fl_divergence_sum_200m,fl_length_sum_200m,fl_ftype_artificialpath_200m,fl_ftype_canalditch_200m,fl_ftype_coastline_200m,fl_ftype_connector_200m,fl_ftype_pipeline_200m,fl_ftype_streamriver_200m
11806,SAW-2017-02167,0.0,0,0,0,0,0,0,1,5.5044,3,5.5044,3,3,0,3,0,,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11807,SAW-2017-02171,0.0,0,0,0,0,0,0,1,12.5226,9,23.6241,9,10,3,4,2,,0,0,0,0,0,9,0.0,0,0,0,0,0,0,0,1.287,1,1.287,1,1,0,1,0,0.0,0,0,0,0,0,1
11808,SAW-2017-02176,0.0,2,0,6,0,0,0,0,10.8477,25,128.6352,25,31,4,4,0,,11,0,0,0,0,14,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11809,SAW-2017-02194,0.0,0,0,0,0,0,0,0,20.1303,1,22.0239,1,1,0,0,0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11810,SAW-2017-02255,0.0,0,0,0,0,0,0,1,13.3047,3,13.3047,3,3,0,3,0,,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,2.8674,1,2.8674,1,1,0,1,0,0.0,0,0,0,0,0,1
11811,SAW-2017-02274,0.0,0,0,0,0,0,0,0,29.3022,4,32.5431,4,4,2,2,0,0.0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,1.8936,1,1.8936,1,1,1,1,0,0.0,0,0,0,0,0,1
11812,SAW-2017-02280,0.0,0,0,0,0,0,0,0,19.7712,11,112.3596,11,18,0,5,0,0.0,0,0,0,0,0,11,0.0,0,0,0,0,0,0,0,0.7047,1,10.8567,1,2,0,0,0,0.0,0,0,0,0,0,1
11813,SAW-2017-02292,0.0,0,0,0,0,0,0,0,15.8553,3,18.7002,3,3,0,2,0,0.0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11814,SAW-2017-02301,0.0,0,0,0,0,0,0,4,7.398,3,7.398,3,0,0,0,0,,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11815,SAW-2017-02306,0.0,0,0,1,0,0,0,0,13.923,8,29.0925,8,9,2,3,0,,1,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11816,SAW-2017-02307,0.0,0,0,1,0,0,0,0,8.379,5,8.7777,5,4,0,1,3,,1,0,1,0,0,3,0.0,0,0,0,0,0,0,0,7.3332,1,7.3332,1,0,0,0,0,0.0,0,0,1,0,0,0
11817,SAW-2017-02310,0.0,0,0,0,0,0,0,0,15.1389,4,65.4741,4,7,3,2,0,0.0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11818,SAW-2017-02329,0.0,0,0,1,0,0,0,0,19.2537,8,47.1969,8,12,2,4,0,,1,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11819,SAW-2017-02366,0.0,0,0,0,0,0,0,0,11.6955,5,29.097,5,7,2,3,0,0.0,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11820,SAW-2017-02384,0.0,1,0,1,0,0,0,0,8.127,2,79.0659,2,6,0,0,0,,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11821,SAW-2017-02385,0.0,0,0,1,0,0,0,2,13.9023,6,34.5456,6,8,1,3,0,,0,1,0,0,0,5,0.0,0,0,0,0,0,0,0,7.2558,1,7.2558,1,1,0,1,0,0.0,0,0,0,0,0,1
11822,SAW-2017-02392,0.0,0,0,1,0,0,0,0,6.5088,1,6.5088,1,0,0,0,0,,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11823,SAW-2017-02394,0.0,1,0,1,0,0,0,1,22.2165,12,1419.3,12,23,1,3,0,,3,1,0,0,0,8,0.0,1,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
11824,SAW-2017-02407,0.0,0,0,1,0,0,0,0,12.1086,9,23.6988,9,11,4,4,0,,0,0,0,0,0,9,0.0,0,0,0,0,0,0,0,0.6957,1,1.2339,1,1,0,0,0,0.0,0,0,0,0,0,1
11825,SAW-2017-02408,0.0,1,0,2,0,1,0,2,19.4688,9,33067.6056,9,27,0,2,0,,7,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1.0359,3,23.8266,3,3,0,0,0,0.0,2,0,0,0,0,1
11826,SAW-2017-02419,0.0,0,0,1,0,0,0,0,13.7385,9,2916.2007,9,28,0,1,0,,7,0,1,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11827,SAW-2017-02421,0.0,0,0,0,0,0,0,1,4.5666,3,4.5666,3,1,0,1,0,,0,0,2,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11828,SAW-2017-02456,0.0,0,0,0,0,0,0,1,21.1905,7,21.1905,7,1,0,1,0,,0,0,6,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11829,SAW-2017-02462,0.0,0,0,0,0,0,0,0,31.6188,7,2276.0145,7,22,1,1,0,0.0,0,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11830,SAW-2017-02470,0.0,0,0,1,0,0,0,0,13.0428,3,538.5384,3,8,0,0,0,,2,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
11831,SAW-2017-02482,0.0,0,0,1,0,0,0,0,16.848,8,20.9736,8,8,5,5,0,,1,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11832,SAW-2017-02484,0.0,0,0,0,0,0,0,0,11.6145,2,22.5009,2,3,0,0,0,0.0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11833,SAW-2017-02491,0.0,0,0,0,0,0,0,0,4.9437,3,282.2094,3,7,2,2,0,0.0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11834,SAW-2017-02495,0.0,1,0,2,0,0,0,0,11.7576,10,41.3604,10,14,3,4,0,,4,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11835,SAW-2017-02496,0.0,0,0,0,0,0,0,0,15.9561,4,41.5863,4,6,1,2,0,0.0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11836,SAW-2017-02499,0.0,0,0,1,0,0,0,0,21.5226,23,1680.6456,23,46,0,0,0,,18,0,4,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11837,SAW-2017-02510,0.0,0,0,0,0,0,0,0,27.9522,2,169.6158,2,5,0,0,0,0.0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11838,SAW-2017-02516,0.0,0,0,0,0,0,0,2,23.9103,4,122.1615,4,5,1,1,0,,0,1,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11839,SAW-2017-02519,0.0,0,0,0,0,0,0,1,21.7953,3,119.3049,3,3,0,0,0,,0,2,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11840,SAW-2017-02520,0.0,0,0,0,0,0,0,0,16.8282,7,52.2153,7,11,2,2,0,0.0,0,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11841,SAW-2017-02530,0.0,0,0,0,0,0,0,1,2.5848,3,2.5848,3,1,2,1,0,,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11842,SAW-2017-02541,0.0,0,0,3,0,0,0,0,11.9844,11,341.5878,11,18,2,4,0,,3,0,0,0,0,8,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11843,SAW-2017-02568,0.0,0,0,2,0,0,0,0,16.9569,6,13161.3453,6,15,0,1,0,,3,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11844,SAW-2017-02577,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11845,SAW-2017-02578,0.0,0,0,5,0,0,0,1,10.7559,4,10.7559,4,1,0,1,0,,0,1,2,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11846,SAW-2017-02580,0.0,0,0,0,0,0,0,1,13.9176,3,68.8239,3,5,0,1,0,,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11847,SAW-2017-02592,0.0,0,0,0,0,0,0,0,13.248,1,13.248,1,1,0,1,0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11848,SAW-2017-02602,0.0,1,0,4,0,0,0,4,20.3832,18,20.3832,18,3,0,4,0,,0,0,11,0,0,7,0.0,0,0,0,0,0,1,0,0.1944,2,0.1944,2,0,0,0,0,,0,0,2,0,0,0
11849,SAW-2017-02619,0.0,0,0,0,0,0,0,0,14.9337,8,51.7797,8,12,4,4,0,0.0,0,0,0,0,0,8,0.0,0,0,0,0,0,0,0,2.0988,1,2.0988,1,1,1,1,0,0.0,0,0,0,0,0,1
11850,SAW-2017-02622,0.0,0,0,0,0,0,0,0,10.4472,7,61.5546,7,11,4,4,0,0.0,0,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11851,SAW-2017-02630,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11852,SAW-2017-02638,0.0,0,0,0,0,0,0,4,14.4702,10,14.4702,10,2,0,2,0,,0,0,8,0,0,2,0.0,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
11853,SAW-2018-00036,0.0,0,0,0,0,0,0,0,17.7309,5,55.1979,5,9,1,2,0,0.0,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11854,SAW-2018-00050,0.0,0,0,0,0,0,0,0,8.1873,3,727.0551,3,7,1,1,0,0.0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11855,SAW-2018-00066,0.0,1,0,2,0,0,0,0,13.8978,10,230.5908,10,23,0,0,0,,1,0,0,0,0,9,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11856,SAW-2018-00076,0.0,0,0,0,0,0,0,0,8.9694,10,12.5631,10,5,2,3,0,0.0,0,2,0,0,3,5,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0.0,0,0,0,0,1,0
11857,SAW-2018-00097,0.0,0,0,0,0,0,0,0,18.2313,4,31.1598,4,4,1,1,0,0.0,1,0,0,0,0,3,0.0,0,0,0,0,0,0,0,8.7147,1,10.611,1,1,0,0,0,0.0,0,0,0,0,0,1
11858,SAW-2018-00109,0.0,1,0,2,0,0,0,0,12.9555,11,14.121,11,7,0,2,0,,4,0,4,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11859,SAW-2018-00128,0.0,0,0,2,0,0,0,0,7.7382,1,11.5272,1,1,0,0,0,,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11860,SAW-2018-00142,0.0,0,0,3,0,0,0,2,10.1178,23,15.9804,23,12,0,2,6,,7,0,11,0,0,5,0.0,0,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
11861,SAW-2018-00166,0.0,0,0,0,0,0,0,0,6.039,6,12.7665,6,7,3,3,0,0.0,0,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11862,SAW-2018-00183,0.0,0,0,0,0,0,0,5,16.2702,1,16.2702,1,1,0,1,0,,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11863,SAW-2018-00186,0.0,0,0,2,0,0,0,0,17.2602,11,1231.326,11,27,1,2,0,,2,0,0,0,0,9,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11864,SAW-2018-00188,0.0,0,0,0,0,0,0,0,19.0431,11,1663.8561,11,26,0,3,0,0.0,7,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11865,SAW-2018-00189,0.0,0,0,0,0,0,0,1,8.3187,9,46.53,9,8,0,2,0,,1,0,3,1,0,4,0.0,0,0,0,0,0,0,0,1.6074,1,1.6074,1,1,0,1,0,0.0,0,0,0,0,0,1
11866,SAW-2018-00192,0.0,0,0,3,0,0,0,0,4.6368,3,4.6368,3,3,3,3,0,,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11867,SAW-2018-00195,0.0,0,0,0,0,0,0,2,31.0644,1,45.2556,1,2,0,0,0,,0,0,0,0,0,1,0.0,0,0,0,0,0,1,0,31.0644,1,45.2556,1,2,0,0,0,,0,0,0,0,0,1
11868,SAW-2018-00206,0.0,0,0,1,0,0,0,6,19.5201,5,41.598,5,5,0,1,0,,2,0,2,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11869,SAW-2018-00223,0.0,1,0,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11870,SAW-2018-00240,0.0,0,0,3,0,0,0,0,15.525,12,30.3291,12,15,0,5,0,,3,0,0,0,0,9,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11871,SAW-2018-00260,0.0,2,0,3,0,0,0,0,15.813,11,31.6935,11,11,8,7,0,,0,0,0,0,0,11,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11872,SAW-2018-00309,0.0,2,0,3,0,0,0,0,13.3461,5,14.067,5,5,1,4,0,,2,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11873,SAW-2018-00319,0.0,0,0,2,0,0,0,0,12.2454,7,360.7389,7,13,1,3,0,,3,0,0,0,0,4,0.0,0,0,1,0,0,0,0,2.5308,2,3.3948,2,2,0,1,0,,1,0,0,0,0,1
11874,SAW-2018-00326,0.0,0,0,0,0,0,0,0,11.3076,5,18.3654,5,5,2,2,0,0.0,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11875,SAW-2018-00334,0.0,0,0,0,0,0,0,1,8.7147,1,10.611,1,1,0,0,0,,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11876,SAW-2018-00336,0.0,0,0,2,0,0,0,0,13.9554,4,672.4917,4,7,0,1,0,,2,0,1,0,0,1,0.0,0,0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0
11877,SAW-2018-00341,0.0,0,0,0,0,0,0,4,16.9803,7,16.9803,7,1,0,1,0,,0,6,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11878,SAW-2018-00342,0.0,0,0,0,0,0,0,2,40.9635,5,60.4017,5,3,0,2,0,,0,2,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11879,SAW-2018-00356,0.0,0,0,0,0,0,0,0,13.3587,5,13.3587,5,1,0,1,0,0.0,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11880,SAW-2018-00368,0.0,0,0,0,0,0,0,0,23.7798,15,167.1021,15,29,0,4,0,0.0,0,0,0,1,0,14,0.0,0,0,0,0,0,0,0,1.1187,2,6.7518,2,3,0,0,0,0.0,0,0,0,0,0,2
11881,SAW-2018-00379,0.0,0,0,1,0,0,0,1,9.5022,2,9.5022,2,1,0,1,0,,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,6.7374,1,6.7374,1,0,0,0,0,0.0,0,0,1,0,0,0
11882,SAW-2018-00386,0.0,0,0,0,0,0,0,2,13.6134,4,15.3027,4,1,0,0,0,,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11883,SAW-2018-00422,0.0,0,0,0,0,0,0,0,7.3593,8,205.1793,8,14,3,2,0,0.0,0,0,0,0,0,8,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11884,SAW-2018-00426,0.0,0,0,0,0,0,0,1,11.9862,13,168.5277,13,26,1,3,3,,0,0,0,0,0,13,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11885,SAW-2018-00430,0.0,0,0,2,0,0,0,0,12.4803,7,2673.6228,7,21,0,1,0,,5,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11886,SAW-2018-00460,0.0,0,0,0,0,0,0,0,32.7258,4,151.5051,4,8,0,1,0,0.0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11887,SAW-2018-00470,0.0,1,0,1,0,0,0,0,11.403,9,36.612,9,11,2,2,0,,0,0,0,0,0,9,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11888,SAW-2018-00471,0.0,0,0,0,0,0,0,0,11.6865,3,40.5612,3,4,0,0,0,0.0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,3.1923,1,10.9215,1,1,0,0,0,0.0,0,0,0,0,0,1
11889,SAW-2018-00491,0.0,0,0,0,0,0,0,0,20.5884,13,79.6257,13,19,5,6,0,0.0,0,0,0,0,0,13,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11890,SAW-2018-00493,0.0,0,0,0,0,0,0,0,11.9196,10,42.2748,10,14,3,3,0,0.0,0,1,0,0,1,8,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11891,SAW-2018-00499,0.0,0,0,0,0,0,0,2,9.5076,2,11.8962,2,1,0,0,0,,0,0,1,0,0,1,0.0,0,0,0,0,0,0,0,7.9515,1,7.9515,1,0,0,0,0,0.0,0,0,1,0,0,0
11892,SAW-2018-00505,0.0,0,0,0,0,0,0,0,72.0972,13,394.4889,13,19,6,5,0,0.0,0,2,0,0,0,11,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11893,SAW-2018-00511,0.0,0,0,0,0,0,0,2,13.0203,5,44.9964,5,6,3,3,0,,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11894,SAW-2018-00516,0.0,0,0,0,0,0,0,0,7.7724,5,7.7724,5,3,2,3,0,0.0,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11895,SAW-2018-00517,0.0,0,0,0,0,0,0,0,5.49,2,5.49,2,0,0,0,0,0.0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,3.5109,1,3.5109,1,0,0,0,0,0.0,0,0,1,0,0,0
11896,SAW-2018-00518,0.0,0,0,0,0,0,0,2,24.498,3,600.6708,3,9,1,1,0,,2,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11897,SAW-2018-00527,0.0,0,0,0,0,0,0,1,1.9557,49,1.9557,49,0,0,0,0,,0,39,10,0,0,0,0.0,0,0,0,0,0,1,0,0.1872,2,0.1872,2,0,0,0,0,,0,1,1,0,0,0
11898,SAW-2018-00532,0.0,0,0,0,0,0,0,0,19.1421,1,19.1421,1,1,0,1,0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11899,SAW-2018-00563,0.0,0,0,0,0,0,0,0,10.1781,8,111.5739,8,14,3,3,0,0.0,0,0,0,0,0,8,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11900,SAW-2018-00590,0.0,1,0,1,0,0,0,2,26.7786,14,6479.892,14,39,0,1,3,,1,1,0,1,0,11,0.0,1,0,1,0,0,1,0,20.9628,2,183.6945,2,4,0,0,0,,1,0,0,0,0,1
11901,SAW-2018-00609,0.0,0,0,0,0,0,0,0,16.002,8,27.0729,8,9,5,5,0,0.0,0,0,0,0,0,8,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11902,SAW-2018-00610,0.0,0,0,0,0,0,0,1,10.4913,5,13.5423,5,3,2,2,0,,0,2,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0.0,0,1,0,0,0,0
11903,SAW-2018-00612,0.0,1,0,1,0,0,0,0,8.8749,7,89.8353,7,13,2,2,0,,1,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11904,SAW-2018-00616,0.0,3,0,6,0,0,0,0,17.6436,6,25.0137,6,6,0,3,0,,3,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11905,SAW-2018-00661,0.0,0,0,1,0,0,0,2,7.5942,13,4410.2916,13,33,1,2,3,,6,0,4,0,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11906,SAW-2018-00670,0.0,0,0,0,0,0,0,2,6.9408,9,6.9408,9,1,0,1,0,,0,2,6,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11907,SAW-2018-00671,0.0,0,0,0,0,0,0,0,16.6059,10,20374.0677,10,25,2,3,3,0.0,5,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11908,SAW-2018-00680,0.0,0,0,0,0,0,0,0,8.8812,1,8.8812,1,1,0,1,0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11909,SAW-2018-00739,0.0,0,0,0,0,0,0,9,1.9674,1,1.9674,1,0,0,0,0,,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11910,SAW-2018-00740,0.0,0,0,0,0,0,0,0,4.383,1,4.383,1,1,0,1,0,0.0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11911,SAW-2018-00741,0.0,0,0,0,0,0,0,0,13.518,5,15.129,5,2,2,1,0,0.0,0,1,0,0,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11912,SAW-2018-00744,0.0,0,0,0,0,0,0,3,14.6691,13,55223.0766,13,41,1,2,3,,5,0,0,0,0,8,0.0,0,0,0,0,0,0,0,0.8334,1,0.8334,1,1,1,1,0,0.0,0,0,0,0,0,1
11913,SAW-2018-00760,0.0,0,0,1,0,0,0,0,8.7111,7,9.8784,7,7,5,5,0,,1,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11914,SAW-2018-00762,0.0,0,0,1,0,0,0,0,9.5256,8,13.3596,8,9,7,6,0,,1,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
11915,SAW-2018-00765,0.0,0,0,0,0,0,0,0,9.6597,6,16.767,6,7,4,2,0,0.0,0,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0
