,da_number,district,longitude,latitude,cwa_determination,potential_wetland,county,state
396,LRC-2015-00906,1,-87.8066,41.59992,1,0,49,17.0
397,LRC-2015-00907,1,-87.67221,41.59885,1,1,49,17.0
398,LRC-2015-00909,1,-88.44657,41.9448,0,0,50,17.0
399,LRC-2015-00913,1,-87.88711,41.60203,1,0,49,17.0
400,LRC-2015-00919,1,-88.05924,42.20118,1,0,12,17.0
401,LRC-2015-00922,1,-88.24658,41.79538,1,1,53,17.0
402,LRC-2015-00934,1,-87.5469,41.66106,1,1,49,17.0
403,LRC-2015-00948,1,-87.89671,42.0492,1,1,49,17.0
404,LRC-2015-00954,1,-87.8357,41.66427,1,0,49,17.0
405,LRC-2015-00956,1,-88.08814,42.35029,1,1,12,17.0
406,LRC-2015-00959,1,-87.9849,41.5055,1,0,52,17.0
407,LRC-2015-00963,1,-87.79037,42.01227,0,1,49,17.0
408,LRC-2016-00024,1,-88.06434,42.13607,0,1,49,17.0
409,LRC-2016-00025,1,-88.1647,42.16798,1,0,12,17.0
410,LRC-2016-00030,1,-88.13616,41.76173,1,0,53,17.0
411,LRC-2016-00031,1,-87.9417,42.17683,1,0,12,17.0
412,LRC-2016-00033,1,-87.90751,41.94031,0,1,49,17.0
413,LRC-2016-00041,1,-87.90327,42.42392,1,1,12,17.0
414,LRC-2016-00044,1,-88.00819,42.17389,1,0,12,17.0
415,LRC-2016-00054,1,-88.44445,41.76911,0,1,50,17.0
416,LRC-2016-00063,1,-88.35195,42.08562,0,1,50,17.0
417,LRC-2016-00079,1,-88.2232,41.77961,0,1,53,17.0
418,LRC-2016-00081,1,-87.83265,41.85145,1,1,49,17.0
419,LRC-2016-00089,1,-87.95404,42.12498,0,1,49,17.0
420,LRC-2016-00097,1,-87.80584,41.68681,0,1,49,17.0
421,LRC-2016-00102,1,-88.0108,41.7453,1,1,53,17.0
422,LRC-2016-00143,1,-88.0149,42.28529,1,0,12,17.0
423,LRC-2016-00145,1,-88.05753,42.11937,1,0,49,17.0
424,LRC-2016-00147,1,-87.67562,41.52816,1,1,49,17.0
425,LRC-2016-00157,1,-88.13672,41.94367,1,1,53,17.0
426,LRC-2016-00163,1,-88.2444,41.8973,0,1,53,17.0
427,LRC-2016-00166,1,-88.30189,42.3531,1,0,51,17.0
428,LRC-2016-00171,1,-88.0876,42.04338,1,0,49,17.0
429,LRC-2016-00172,1,-87.98536,41.65164,1,0,49,17.0
430,LRC-2016-00188,1,-87.6571,41.8312,1,0,49,17.0
431,LRC-2016-00189,1,-88.26009,41.927,1,1,53,17.0
432,LRC-2016-00191,1,-87.98839,42.02209,1,1,49,17.0
433,LRC-2016-00192,1,-88.00813,42.29679,1,0,12,17.0
434,LRC-2016-00199,1,-88.35632,41.74112,1,1,50,17.0
435,LRC-2016-00201,1,-87.73255,41.64658,1,0,49,17.0
436,LRC-2016-00203,1,-87.7714,41.4253,1,1,52,17.0
437,LRC-2016-00209,1,-88.16225,41.43639,1,0,52,17.0
438,LRC-2016-00212,1,-87.90735,41.75712,1,1,49,17.0
439,LRC-2016-00216,1,-87.52556,41.65061,1,0,49,17.0
440,LRC-2016-00219,1,-87.85761,42.19565,0,1,12,17.0
441,LRC-2016-00225,1,-87.66593,41.67627,0,1,49,17.0
442,LRC-2016-00226,1,-87.87552,42.20404,0,1,12,17.0
443,LRC-2016-00238,1,-87.90394,41.31084,1,0,52,17.0
444,LRC-2016-00247,1,-88.1154,41.8389,1,1,53,17.0
445,LRC-2016-00250,1,-87.83506,42.02075,0,1,49,17.0
446,LRC-2016-00253,1,-88.1305,42.1515,1,1,49,17.0
447,LRC-2016-00268,1,-87.82572,42.43107,1,0,12,17.0
448,LRC-2016-00269,1,-88.01348,41.74003,0,1,53,17.0
449,LRC-2016-00290,1,-88.1922,42.20701,1,0,12,17.0
450,LRC-2016-00298,1,-88.08912,41.66818,0,1,52,17.0
451,LRC-2016-00305,1,-88.37685,41.74152,0,1,50,17.0
452,LRC-2016-00307,1,-88.01328,41.73955,0,1,53,17.0
453,LRC-2016-00308,1,-88.01341,41.73924,0,1,53,17.0
454,LRC-2016-00309,1,-88.01357,41.73886,0,1,53,17.0
455,LRC-2016-00315,1,-88.34545,42.24607,1,1,51,17.0
456,LRC-2016-00317,1,-88.01934,42.06392,1,0,49,17.0
457,LRC-2016-00330,1,-87.60176,41.66796,0,1,49,17.0
458,LRC-2016-00332,1,-88.0719,41.65894,0,1,52,17.0
459,LRC-2016-00337,1,-87.8821,41.6102,0,1,49,17.0
460,LRC-2016-00350,1,-87.66161,41.41304,1,0,52,17.0
461,LRC-2016-00362,1,-87.90222,42.17238,1,0,12,17.0
462,LRC-2016-00369,1,-88.20805,41.33743,0,1,52,17.0
463,LRC-2016-00383,1,-88.20784,41.33517,0,1,52,17.0
464,LRC-2016-00387,1,-88.25643,41.78991,0,1,53,17.0
465,LRC-2016-00388,1,-88.0159,41.91425,0,1,53,17.0
466,LRC-2016-00389,1,-87.82914,42.19738,1,0,12,17.0
467,LRC-2016-00400,1,-87.7635,41.431,1,1,52,17.0
468,LRC-2016-00405,1,-87.87151,41.78532,0,1,49,17.0
469,LRC-2016-00410,1,-88.13758,41.90711,0,1,53,17.0
470,LRC-2016-00415,1,-88.34835,41.73224,1,1,50,17.0
471,LRC-2016-00417,1,-88.34126,41.8017,1,1,50,17.0
472,LRC-2016-00419,1,-88.25724,42.17909,0,1,51,17.0
473,LRC-2016-00428,1,-88.25113,41.45587,1,0,55,17.0
474,LRC-2016-00429,1,-87.81876,41.49968,1,1,52,17.0
475,LRC-2016-00439,1,-87.72102,41.65928,1,1,49,17.0
476,LRC-2016-00440,1,-87.97914,42.03726,1,0,49,17.0
477,LRC-2016-00443,1,-87.96538,42.18268,0,1,12,17.0
478,LRC-2016-00448,1,-88.11369,41.90556,0,1,53,17.0
479,LRC-2016-00454,1,-87.85503,41.5591,1,1,49,17.0
480,LRC-2016-00463,1,-87.79182,41.54032,1,1,49,17.0
481,LRC-2016-00466,1,-86.90962,41.6633,1,0,56,18.0
482,LRC-2016-00470,1,-87.85056,41.60006,1,0,49,17.0
483,LRC-2016-00472,1,-88.23934,42.19438,1,0,51,17.0
484,LRC-2016-00478,1,-87.8791,42.20449,1,1,12,17.0
485,LRC-2016-00480,1,-88.04305,42.15669,1,0,12,17.0
486,LRC-2016-00481,1,-88.25377,42.0344,0,1,49,17.0
487,LRC-2016-00493,1,-88.26904,42.09685,1,1,50,17.0
488,LRC-2016-00494,1,-88.24027,41.66557,0,1,52,17.0
489,LRC-2016-00499,1,-88.07535,42.03489,1,0,49,17.0
490,LRC-2016-00510,1,-87.96352,41.61733,0,1,52,17.0
491,LRC-2016-00511,1,-88.05717,42.38209,0,1,12,17.0
492,LRC-2016-00522,1,-88.33888,42.06946,1,1,50,17.0
493,LRC-2016-00537,1,-88.213,41.62635,1,1,52,17.0
494,LRC-2016-00546,1,-87.63023,41.45428,0,1,52,17.0
495,LRC-2016-00551,1,-88.1402,42.1141,1,1,49,17.0
496,LRC-2016-00552,1,-88.22787,41.70698,1,0,52,17.0
497,LRC-2016-00557,1,-88.0664,42.0602,0,1,49,17.0
498,LRC-2016-00566,1,-88.26646,41.87868,1,1,50,17.0
499,LRC-2016-00567,1,-87.52415,41.55044,1,1,49,17.0
500,LRC-2016-00572,1,-88.24691,41.79553,1,1,53,17.0
501,LRC-2016-00573,1,-88.24497,41.79709,0,1,53,17.0
502,LRC-2016-00574,1,-88.04566,41.76831,1,1,53,17.0
503,LRC-2016-00584,1,-88.31072,41.79049,0,1,50,17.0
504,LRC-2016-00586,1,-87.849,41.6306,1,1,49,17.0
505,LRC-2016-00590,1,-87.7366,41.65311,1,1,49,17.0
506,LRC-2016-00595,1,-88.32266,41.88451,0,1,50,17.0
507,LRC-2016-00602,1,-88.19225,41.77385,0,1,53,17.0
508,LRC-2016-00604,1,-88.03008,41.96187,1,0,53,17.0
509,LRC-2016-00615,1,-87.01348,41.49382,1,0,54,18.0
510,LRC-2016-00622,1,-88.03503,41.98117,0,1,53,17.0
511,LRC-2016-00633,1,-88.12107,41.9742,0,1,53,17.0
512,LRC-2016-00634,1,-87.64568,41.6462,0,1,49,17.0
513,LRC-2016-00635,1,-86.89071,41.67904,1,0,56,18.0
514,LRC-2016-00639,1,-86.89146,41.66891,1,0,56,18.0
515,LRC-2016-00656,1,-88.05524,41.77102,1,1,53,17.0
516,LRC-2016-00657,1,-88.14055,41.8639,0,1,53,17.0
517,LRC-2016-00659,1,-88.1865,41.5071,1,0,52,17.0
518,LRC-2016-00660,1,-87.18729,41.60973,1,0,54,18.0
519,LRC-2016-00661,1,-87.68675,42.06318,0,1,49,17.0
520,LRC-2016-00665,1,-87.60215,41.4523,1,1,52,17.0
521,LRC-2016-00670,1,-87.66312,41.6398,1,1,49,17.0
522,LRC-2016-00694,1,-87.896,42.246,0,1,12,17.0
523,LRC-2016-00697,1,-88.05629,42.03532,1,0,49,17.0
524,LRC-2016-00713,1,-88.51389,42.14806,1,1,50,17.0
525,LRC-2016-00719,1,-87.99164,41.75207,0,1,53,17.0
526,LRC-2016-00720,1,-87.89569,41.94921,0,1,49,17.0
527,LRC-2016-00732,1,-88.02086,41.66538,1,1,49,17.0
528,LRC-2016-00734,1,-87.95354,41.68698,1,1,49,17.0
529,LRC-2016-00749,1,-88.12471,41.58413,1,1,52,17.0
530,LRC-2016-00754,1,-88.05168,42.41697,1,1,12,17.0
531,LRC-2016-00762,1,-87.92916,42.12351,0,1,49,17.0
532,LRC-2016-00774,1,-87.79994,41.63343,1,1,49,17.0
533,LRC-2016-00775,1,-88.42239,41.80483,0,1,50,17.0
534,LRC-2016-00781,1,-88.33786,41.85307,0,1,50,17.0
535,LRC-2016-00782,1,-88.02385,41.47898,1,0,52,17.0
536,LRC-2016-00788,1,-88.208,41.81501,1,1,53,17.0
537,LRC-2016-00791,1,-88.24221,41.23276,1,1,52,17.0
538,LRC-2016-00794,1,-87.09692,41.49021,1,0,54,18.0
539,LRC-2016-00795,1,-88.38799,41.80124,0,1,50,17.0
540,LRC-2016-00809,1,-88.15453,41.47226,0,1,52,17.0
541,LRC-2016-00810,1,-88.01613,41.8145,0,1,53,17.0
542,LRC-2016-00816,1,-88.11985,41.93601,1,0,53,17.0
543,LRC-2016-00823,1,-88.05247,41.93557,1,0,53,17.0
544,LRC-2016-00824,1,-88.25329,41.69641,0,1,52,17.0
545,LRC-2016-00826,1,-87.99971,41.62836,1,1,52,17.0
546,LRC-2016-00830,1,-88.274,41.757,0,1,50,17.0
547,LRC-2016-00833,1,-88.35703,42.13852,1,0,50,17.0
548,LRC-2016-00835,1,-88.02085,41.61861,1,1,52,17.0
549,LRC-2016-00848,1,-87.79698,42.12679,0,1,49,17.0
550,LRC-2016-00853,1,-87.94193,41.96502,0,1,53,17.0
551,LRC-2016-00856,1,-88.20625,41.81797,0,1,53,17.0
552,LRC-2016-00857,1,-88.49661,42.10667,1,1,50,17.0
553,LRC-2016-00863,1,-87.89319,41.57996,1,1,49,17.0
554,LRC-2016-00868,1,-87.65302,41.64405,1,0,49,17.0
555,LRC-2016-00869,1,-88.13757,42.1404,1,0,49,17.0
556,LRC-2016-00872,1,-88.68757,42.45411,0,0,51,17.0
557,LRC-2016-00874,1,-87.79776,41.69862,1,1,49,17.0
558,LRC-2016-00881,1,-87.97213,41.78403,0,1,53,17.0
559,LRC-2016-00890,1,-88.07705,41.65165,0,1,52,17.0
560,LRC-2016-00891,1,-87.956,41.614,1,1,52,17.0
561,LRC-2016-00894,1,-87.75327,41.42848,1,0,52,17.0
562,LRC-2016-00895,1,-88.27545,41.99093,1,1,50,17.0
563,LRC-2016-00897,1,-88.02013,41.66865,1,1,49,17.0
564,LRC-2016-00903,1,-88.11112,42.21178,1,0,12,17.0
565,LRC-2016-00904,1,-87.98186,41.85188,1,1,53,17.0
566,LRC-2016-00905,1,-88.22116,42.07573,0,1,49,17.0
567,LRC-2016-00914,1,-88.44346,41.9373,0,1,50,17.0
568,LRC-2016-00931,1,-88.33962,41.74034,0,1,50,17.0
569,LRC-2017-00011,1,-87.74218,41.37813,1,0,52,17.0
570,LRC-2017-00035,1,-87.88676,42.05787,1,1,49,17.0
571,LRC-2017-00044,1,-88.3407,41.98512,0,1,50,17.0
572,LRC-2017-00050,1,-87.92878,42.08833,1,0,49,17.0
573,LRC-2017-00051,1,-88.1775,41.9731,1,0,53,17.0
574,LRC-2017-00052,1,-88.19147,42.42969,1,1,12,17.0
575,LRC-2017-00065,1,-88.0383,41.75355,1,0,53,17.0
576,LRC-2017-00066,1,-88.21317,41.80096,0,1,53,17.0
577,LRC-2017-00069,1,-87.86438,41.7139,1,0,49,17.0
578,LRC-2017-00071,1,-87.92757,42.17604,0,1,12,17.0
579,LRC-2017-00073,1,-88.1478,41.4913,1,1,52,17.0
580,LRC-2017-00080,1,-88.14023,41.66046,0,1,52,17.0
581,LRC-2017-00086,1,-88.127,42.1293,0,1,49,17.0
582,LRC-2017-00088,1,-88.3364,41.99858,1,1,50,17.0
583,LRC-2017-00089,1,-88.2047,41.33306,1,1,52,17.0
584,LRC-2017-00095,1,-87.78493,42.10306,1,1,49,17.0
585,LRC-2017-00106,1,-87.71146,41.57206,0,1,49,17.0
586,LRC-2017-00111,1,-88.27827,42.26485,0,1,51,17.0
587,LRC-2017-00112,1,-88.43823,42.09201,1,1,50,17.0
588,LRC-2017-00113,1,-87.78542,41.60805,1,1,49,17.0
589,LRC-2017-00114,1,-87.71987,42.01745,0,1,49,17.0
590,LRC-2017-00116,1,-87.99577,41.98018,1,1,53,17.0
591,LRC-2017-00120,1,-88.1636,42.35488,1,1,12,17.0
592,LRC-2017-00125,1,-88.20844,41.81982,1,1,53,17.0
593,LRC-2017-00131,1,-88.12149,41.42732,1,1,52,17.0
594,LRC-2017-00135,1,-88.02049,42.0546,0,1,49,17.0
595,LRC-2017-00142,1,-87.94095,42.00125,0,1,49,17.0
596,LRC-2017-00151,1,-87.9829,41.4457,0,1,52,17.0
597,LRC-2017-00152,1,-87.97605,42.27883,0,1,12,17.0
598,LRC-2017-00162,1,-88.05069,42.08704,1,1,49,17.0
599,LRC-2017-00164,1,-88.14759,41.45591,1,0,52,17.0
600,LRC-2017-00170,1,-88.13347,41.46473,1,1,52,17.0
601,LRC-2017-00185,1,-87.87841,41.80168,0,1,49,17.0
602,LRC-2017-00192,1,-87.71886,41.65479,1,1,49,17.0
603,LRC-2017-00193,1,-88.01341,42.25561,0,1,12,17.0
604,LRC-2017-00194,1,-88.21052,41.61991,0,1,52,17.0
605,LRC-2017-00214,1,-88.06793,41.89612,1,1,53,17.0
606,LRC-2017-00225,1,-87.96289,41.81232,0,1,53,17.0
607,LRC-2017-00237,1,-88.2256,41.5264,1,1,52,17.0
608,LRC-2017-00241,1,-88.223,41.95456,1,1,53,17.0
609,LRC-2017-00252,1,-88.52789,41.76441,0,1,50,17.0
610,LRC-2017-00254,1,-88.30721,42.3493,1,1,51,17.0
611,LRC-2017-00266,1,-87.68761,41.4144,0,1,52,17.0
612,LRC-2017-00271,1,-87.71158,41.79977,0,1,49,17.0
613,LRC-2017-00273,1,-87.88517,41.95131,1,0,49,17.0
614,LRC-2017-00277,1,-88.02795,41.57571,1,1,52,17.0
615,LRC-2017-00291,1,-88.06438,41.94277,1,1,53,17.0
616,LRC-2017-00300,1,-88.07193,41.95007,1,0,53,17.0
617,LRC-2017-00302,1,-88.0918,42.4596,1,0,12,17.0
618,LRC-2017-00316,1,-88.21029,41.82725,1,0,53,17.0
619,LRC-2017-00333,1,-88.42347,42.18326,0,1,51,17.0
620,LRC-2017-00339,1,-88.02763,41.80705,0,1,53,17.0
621,LRC-2017-00359,1,-88.06562,42.13383,1,0,49,17.0
622,LRC-2017-00370,1,-87.98012,41.81719,0,1,53,17.0
623,LRC-2017-00371,1,-87.88786,41.4258,1,0,52,17.0
624,LRC-2017-00372,1,-88.27079,41.76042,1,0,50,17.0
625,LRC-2017-00375,1,-87.99854,41.58774,0,1,52,17.0
626,LRC-2017-00378,1,-88.06556,42.01198,1,1,49,17.0
627,LRC-2017-00389,1,-88.08798,42.29874,1,1,12,17.0
628,LRC-2017-00391,1,-88.11789,41.43626,0,1,52,17.0
629,LRC-2017-00393,1,-87.99858,41.61405,0,1,52,17.0
630,LRC-2017-00395,1,-88.55057,42.29661,0,1,51,17.0
631,LRC-2017-00399,1,-87.94051,41.92979,0,1,53,17.0
632,LRC-2017-00402,1,-87.97444,42.02454,1,1,49,17.0
633,LRC-2017-00403,1,-87.96561,41.48375,0,1,52,17.0
634,LRC-2017-00407,1,-88.04987,42.06613,1,0,49,17.0
635,LRC-2017-00411,1,-88.33615,42.0784,1,1,50,17.0
636,LRC-2017-00427,1,-87.9454,42.36421,1,0,12,17.0
637,LRC-2017-00460,1,-87.9073,41.84606,0,1,49,17.0
638,LRC-2017-00466,1,-88.05925,42.09711,0,1,49,17.0
639,LRC-2017-00468,1,-88.37659,42.06128,0,1,50,17.0
640,LRC-2017-00470,1,-88.36635,41.85768,1,0,50,17.0
641,LRC-2017-00474,1,-87.92765,41.82615,0,1,53,17.0
642,LRC-2017-00485,1,-88.06315,41.5578,1,1,52,17.0
643,LRC-2017-00488,1,-87.78623,41.70608,1,0,49,17.0
644,LRC-2017-00495,1,-88.03061,41.71212,1,1,53,17.0
645,LRC-2017-00503,1,-88.23031,41.89801,1,1,53,17.0
646,LRC-2017-00506,1,-88.04503,41.67394,1,1,52,17.0
647,LRC-2017-00509,1,-88.43066,42.14816,0,1,50,17.0
648,LRC-2017-00516,1,-87.95048,41.39863,0,1,52,17.0
649,LRC-2017-00522,1,-88.11146,41.98528,0,1,53,17.0
650,LRC-2017-00531,1,-87.7091,41.49197,0,1,49,17.0
651,LRC-2017-00533,1,-88.26341,41.73569,1,0,50,17.0
652,LRC-2017-00537,1,-88.13044,41.61335,1,1,52,17.0
653,LRC-2017-00539,1,-88.16647,41.98844,1,0,49,17.0
654,LRC-2017-00543,1,-87.9603,41.5514,1,0,52,17.0
655,LRC-2017-00544,1,-87.9571,41.5526,0,1,52,17.0
656,LRC-2017-00548,1,-88.11008,41.91843,1,0,53,17.0
657,LRC-2017-00549,1,-87.98439,41.99306,0,1,49,17.0
658,LRC-2017-00607,1,-88.34484,42.39103,0,0,51,17.0
659,LRC-2017-00610,1,-87.8307,41.49035,0,1,52,17.0
660,LRC-2017-00611,1,-87.9725,41.97492,1,1,53,17.0
661,LRC-2017-00619,1,-87.71115,41.51711,1,1,49,17.0
662,LRC-2017-00622,1,-87.9644,42.02731,0,1,49,17.0
663,LRC-2017-00626,1,-88.30637,42.47774,1,0,51,17.0
664,LRC-2017-00628,1,-88.03173,41.81939,1,1,53,17.0
665,LRC-2017-00635,1,-88.21313,41.40964,0,1,52,17.0
666,LRC-2017-00639,1,-87.87426,41.55615,0,1,52,17.0
667,LRC-2017-00659,1,-88.15672,41.56072,1,0,52,17.0
668,LRC-2017-00661,1,-88.0066,41.58395,1,1,52,17.0
669,LRC-2017-00675,1,-87.79722,41.54237,1,1,52,17.0
670,LRC-2017-00676,1,-87.57786,41.78819,0,1,49,17.0
671,LRC-2017-00690,1,-88.02801,42.18105,1,0,12,17.0
672,LRC-2017-00705,1,-87.78448,41.7558,0,1,49,17.0
673,LRC-2017-00709,1,-87.95875,41.97339,1,1,53,17.0
674,LRC-2017-00711,1,-88.34658,41.91764,1,1,50,17.0
675,LRC-2017-00717,1,-87.8496,41.5824,1,1,49,17.0
676,LRC-2017-00765,1,-88.26786,41.87007,0,1,50,17.0
677,LRC-2017-00775,1,-87.95788,41.77455,1,0,53,17.0
678,LRC-2017-00777,1,-88.04147,41.80114,0,1,53,17.0
679,LRC-2017-00797,1,-88.2028,41.81598,1,1,53,17.0
680,LRC-2017-00799,1,-88.22008,41.91633,0,1,53,17.0
681,LRC-2017-00800,1,-87.96707,41.65926,0,1,49,17.0
682,LRC-2017-00807,1,-87.72152,41.83018,1,1,49,17.0
683,LRC-2017-00810,1,-88.43753,42.15147,0,1,50,17.0
684,LRC-2017-00811,1,-88.11266,41.3977,1,1,52,17.0
685,LRC-2017-00812,1,-88.09969,41.47351,1,1,52,17.0
686,LRC-2017-00818,1,-88.2036,41.86267,0,1,53,17.0
687,LRC-2017-00831,1,-88.38092,41.79747,0,1,50,17.0
688,LRC-2017-00847,1,-88.01902,41.48402,0,1,52,17.0
689,LRC-2017-00855,1,-88.08458,41.96635,1,0,53,17.0
690,LRC-2017-00858,1,-88.16424,41.85335,0,1,53,17.0
691,LRC-2017-00870,1,-88.45583,42.13155,0,1,50,17.0
692,LRC-2017-00872,1,-87.88335,41.58475,1,1,49,17.0
693,LRC-2017-00885,1,-88.1388,41.9747,1,0,53,17.0
694,LRC-2017-00886,1,-87.43714,41.30653,1,1,12,18.0
695,LRC-2017-00890,1,-88.54705,41.89819,1,0,50,17.0
696,LRC-2017-00891,1,-88.25174,42.08844,0,1,50,17.0
697,LRC-2017-00897,1,-87.78005,41.80053,1,1,49,17.0
698,LRC-2017-00898,1,-88.14376,42.26303,1,0,12,17.0
699,LRC-2017-00899,1,-88.16248,41.85602,0,1,53,17.0
700,LRC-2017-00900,1,-87.5787,41.4884,1,1,49,17.0
701,LRC-2017-00902,1,-88.08813,41.75072,0,1,53,17.0
702,LRC-2017-00905,1,-88.25599,41.68805,0,1,52,17.0
703,LRC-2017-00906,1,-88.56054,42.39938,0,1,51,17.0
704,LRC-2017-00923,1,-87.89455,42.18104,1,1,12,17.0
705,LRC-2017-00924,1,-87.9092,41.83475,0,1,49,17.0
706,LRC-2017-00946,1,-88.07639,42.10952,1,0,49,17.0
707,LRC-2017-00952,1,-87.96006,41.80096,0,1,53,17.0
708,LRC-2017-00963,1,-88.14441,41.49496,1,1,52,17.0
709,LRC-2017-00968,1,-88.64927,42.24468,0,0,51,17.0
710,LRC-2017-00978,1,-87.93901,41.38402,0,1,52,17.0
711,LRC-2017-00980,1,-88.30027,42.17948,1,1,51,17.0
712,LRC-2017-00992,1,-87.70045,41.43365,0,1,52,17.0
713,LRC-2017-00996,1,-87.86848,41.90794,1,1,49,17.0
714,LRC-2017-00999,1,-88.00428,41.69723,0,1,53,17.0
715,LRC-2017-01014,1,-88.17823,42.01003,1,0,49,17.0
716,LRC-2017-01015,1,-88.17085,42.01764,1,0,49,17.0
717,LRC-2017-01016,1,-88.19778,42.01579,1,0,49,17.0
718,LRC-2017-01017,1,-87.86081,41.85338,1,1,49,17.0
719,LRC-2018-00021,1,-87.71532,41.66124,1,0,49,17.0
720,LRC-2018-00027,1,-88.2061,41.94668,0,1,53,17.0
721,LRC-2018-00030,1,-88.13356,42.07606,1,1,49,17.0
722,LRC-2018-00035,1,-87.97371,41.77729,0,1,53,17.0
723,LRC-2018-00038,1,-88.11913,41.7933,1,1,53,17.0
724,LRC-2018-00048,1,-88.02214,41.86073,1,0,53,17.0
725,LRC-2018-00054,1,-88.14493,42.03104,0,1,49,17.0
726,LRC-2018-00063,1,-88.16081,42.0297,0,1,49,17.0
727,LRC-2018-00066,1,-88.35862,42.23986,1,1,51,17.0
728,LRC-2018-00074,1,-88.23598,42.13389,1,0,49,17.0
729,LRC-2018-00083,1,-88.1371,41.9509,0,1,53,17.0
730,LRC-2018-00098,1,-88.06117,42.05965,1,0,49,17.0
731,LRC-2018-00102,1,-88.23233,41.60052,1,0,52,17.0
732,LRC-2018-00103,1,-87.59481,41.39309,0,1,52,17.0
733,LRC-2018-00105,1,-87.57779,41.4347,1,0,52,17.0
734,LRC-2018-00108,1,-88.18139,41.55175,0,1,52,17.0
735,LRC-2018-00113,1,-88.37672,42.13628,1,1,50,17.0
736,LRC-2018-00117,1,-87.69667,41.64617,1,1,49,17.0
737,LRC-2018-00124,1,-87.94215,42.03171,0,1,49,17.0
738,LRC-2018-00131,1,-88.2724,41.86271,1,1,50,17.0
739,LRC-2018-00136,1,-87.99627,41.85475,1,1,53,17.0
740,LRC-2018-00144,1,-88.29505,42.24788,0,1,51,17.0
741,LRC-2018-00149,1,-87.92718,42.14018,1,0,49,17.0
742,LRC-2018-00172,1,-88.10786,41.59951,0,1,52,17.0
743,LRC-2018-00182,1,-88.09189,42.02885,1,0,49,17.0
744,LRC-2018-00189,1,-87.90697,41.48391,0,1,52,17.0
745,LRC-2018-00194,1,-88.01781,41.49406,1,1,52,17.0
746,LRC-2018-00234,1,-88.1042,41.96602,0,1,53,17.0
747,LRC-2018-00249,1,-88.10117,41.40057,1,1,52,17.0
748,LRC-2018-00257,1,-88.22452,42.33582,0,1,51,17.0
749,LRC-2018-00258,1,-88.10871,41.98832,1,1,53,17.0
750,LRC-2018-00265,1,-88.02208,41.80283,0,1,53,17.0
751,LRC-2018-00292,1,-87.89408,42.16264,1,0,12,17.0
752,LRC-2018-00295,1,-88.06667,41.66891,0,1,52,17.0
753,LRC-2018-00313,1,-88.20071,41.70032,0,1,52,17.0
754,LRC-2018-00314,1,-88.45445,42.08245,1,1,50,17.0
755,LRC-2018-00364,1,-88.15833,41.90694,0,1,53,17.0
756,LRC-2018-00375,1,-88.18464,41.39691,1,1,52,17.0
757,LRC-2018-00384,1,-88.19887,41.83377,0,1,53,17.0
758,LRC-2018-00387,1,-87.96979,41.92459,0,1,53,17.0
759,LRC-2018-00397,1,-87.86431,42.08235,1,0,49,17.0
760,LRC-2018-00402,1,-88.18992,42.37445,1,0,12,17.0
761,LRC-2018-00417,1,-88.40309,42.12204,1,1,50,17.0
762,LRC-2018-00419,1,-88.02297,42.08823,1,0,49,17.0
763,LRC-2018-00423,1,-87.92848,41.82361,0,1,53,17.0
764,LRC-2018-00428,1,-88.33315,42.14183,0,1,50,17.0
765,LRC-2018-00439,1,-87.82147,42.19381,1,1,12,17.0
766,LRC-2018-00480,1,-87.84607,41.5615,0,1,49,17.0
767,LRC-2018-00481,1,-87.6086,41.51236,0,1,49,17.0
768,LRC-2018-00485,1,-88.15228,42.01472,0,1,49,17.0
769,LRC-2018-00487,1,-87.96587,41.77862,0,1,53,17.0
770,LRC-2018-00497,1,-87.93101,42.26156,1,1,12,17.0
771,LRC-2018-00522,1,-88.14825,41.77058,1,0,53,17.0
772,LRC-2018-00527,1,-87.46808,41.44346,0,1,12,18.0
773,LRC-2018-00567,1,-88.21897,41.97594,0,1,53,17.0
774,LRC-2018-00903,1,-88.33965,42.10631,0,0,50,17.0
775,LRC-2018-00955,1,-87.30487,41.58177,0,1,12,18.0
776,LRC-2019-00078,1,-87.11741,41.58466,1,1,54,18.0
777,LRC-2019-00108,1,-87.5412,41.57473,0,1,49,17.0
778,LRC-2019-00827,1,-87.58176,41.48664,1,1,49,17.0
779,LRC-2019-00852,1,-87.94255,42.21364,0,1,12,17.0
780,LRC-2019-00861,1,-88.35974,42.17218,1,1,51,17.0
781,LRC-2019-00871,1,-88.12135,41.60516,1,0,52,17.0
782,LRC-2019-00917,1,-88.01081,41.65621,1,1,49,17.0
783,LRC-2019-00923,1,-87.79951,42.07209,1,0,49,17.0
784,LRC-2019-00958,1,-87.8086,41.6192,1,0,49,17.0
785,LRC-2019-00994,1,-87.97054,41.84808,1,0,53,17.0
786,LRC-2019-01019,1,-87.77108,42.14623,1,1,49,17.0
787,LRC-2019-01021,1,-88.04328,41.47991,1,1,52,17.0
788,LRC-2019-01027,1,-87.85024,42.10474,0,1,49,17.0
789,LRC-2019-01040,1,-88.12167,42.07433,0,1,49,17.0
790,LRC-2019-01052,1,-87.99705,41.86088,1,1,53,17.0
791,LRC-2019-01054,1,-87.82883,41.54534,1,0,52,17.0
792,LRC-2019-01056,1,-87.95763,41.51475,1,0,52,17.0
793,LRC-2019-01057,1,-88.02038,42.25725,1,1,12,17.0
794,LRC-2020-00024,1,-87.6129,41.6408,0,1,49,17.0
