,da_number,district,longitude,latitude,cwa_determination,potential_wetland,county,state
8882,SAC-2017-00215,25,-80.23054,32.81729,0,0,809,45.0
8883,SAC-2017-00229,25,-79.3602,33.32001,0,1,807,45.0
8884,SAC-2017-00239,25,-80.11059,32.91526,0,0,493,45.0
8885,SAC-2017-00240,25,-80.14269,33.12655,1,1,235,45.0
8886,SAC-2017-00244,25,-81.90044,34.99709,1,0,819,45.0
8887,SAC-2017-00258,25,-81.22071,34.10326,0,0,110,45.0
8888,SAC-2017-00270,25,-79.59305,33.8364,0,1,818,45.0
8889,SAC-2017-00294,25,-80.02044,32.80405,0,0,809,45.0
8890,SAC-2017-00295,25,-80.86166,32.24007,1,1,806,45.0
8891,SAC-2017-00300,25,-79.94478,32.84663,0,0,809,45.0
8892,SAC-2017-00301,25,-79.95241,32.81854,0,0,809,45.0
8893,SAC-2017-00303,25,-81.07753,32.21808,1,1,75,45.0
8894,SAC-2017-00316,25,-78.69467,33.89261,0,1,805,45.0
8895,SAC-2017-00325,25,-82.12868,34.90027,1,1,819,45.0
8896,SAC-2017-00332,25,-79.85411,34.28024,0,0,814,45.0
8897,SAC-2017-00333,25,-79.02325,33.77057,1,0,805,45.0
8898,SAC-2017-00335,25,-80.10977,34.28632,0,0,814,45.0
8899,SAC-2017-00345,25,-80.92079,32.26365,1,0,806,45.0
8900,SAC-2017-00347,25,-80.0617,32.7299,0,0,809,45.0
8901,SAC-2017-00348,25,-80.64017,32.91562,0,0,830,45.0
8902,SAC-2017-00357,25,-79.43585,33.77255,0,1,820,45.0
8903,SAC-2017-00361,25,-81.23375,34.40931,0,0,113,45.0
8904,SAC-2017-00370,25,-80.1212,32.8869,0,0,809,45.0
8905,SAC-2017-00374,25,-82.12925,34.62423,0,0,825,45.0
8906,SAC-2017-00377,25,-80.75163,32.14624,0,0,806,45.0
8907,SAC-2017-00384,25,-80.00396,32.79614,0,1,809,45.0
8908,SAC-2017-00385,25,-80.09046,32.99681,0,1,235,45.0
8909,SAC-2017-00388,25,-79.01116,33.80784,0,1,805,45.0
8910,SAC-2017-00401,25,-79.173,33.96401,0,1,805,45.0
8911,SAC-2017-00409,25,-80.84671,33.44872,0,1,816,45.0
8912,SAC-2017-00410,25,-80.0701,32.90792,0,0,809,45.0
8913,SAC-2017-00418,25,-78.87685,33.86066,1,1,805,45.0
8914,SAC-2017-00420,25,-80.20972,33.05561,0,0,493,45.0
8915,SAC-2017-00424,25,-80.86327,33.83933,0,0,110,45.0
8916,SAC-2017-00433,25,-80.04111,32.82583,0,1,809,45.0
8917,SAC-2017-00434,25,-80.07079,32.81841,0,0,809,45.0
8918,SAC-2017-00442,25,-80.14737,33.13402,1,1,235,45.0
8919,SAC-2017-00445,25,-79.9303,32.99903,0,0,235,45.0
8920,SAC-2017-00450,25,-79.38954,34.46236,0,1,815,45.0
8921,SAC-2017-00451,25,-79.92594,32.78877,0,0,809,45.0
8922,SAC-2017-00452,25,-80.34613,33.91637,0,0,808,45.0
8923,SAC-2017-00453,25,-80.34056,33.93964,0,0,808,45.0
8924,SAC-2017-00454,25,-80.34319,33.90723,0,0,808,45.0
8925,SAC-2017-00455,25,-80.36026,33.90935,0,0,808,45.0
8926,SAC-2017-00456,25,-80.34328,33.90178,0,0,808,45.0
8927,SAC-2017-00457,25,-80.33216,33.91639,0,0,808,45.0
8928,SAC-2017-00458,25,-80.35167,33.91293,0,0,808,45.0
8929,SAC-2017-00465,25,-78.86081,33.75351,0,0,805,45.0
8930,SAC-2017-00466,25,-78.8636,33.75342,0,1,805,45.0
8931,SAC-2017-00467,25,-78.86742,33.7518,0,0,805,45.0
8932,SAC-2017-00468,25,-79.52323,33.43226,0,1,807,45.0
8933,SAC-2017-00481,25,-80.96729,34.15027,1,0,110,45.0
8934,SAC-2017-00491,25,-81.07554,32.24911,1,1,75,45.0
8935,SAC-2017-00503,25,-81.18873,32.69101,0,0,543,45.0
8936,SAC-2017-00504,25,-80.18484,33.02868,0,0,493,45.0
8937,SAC-2017-00508,25,-80.06053,32.93217,0,1,809,45.0
8938,SAC-2017-00524,25,-80.15015,33.03345,1,0,235,45.0
8939,SAC-2017-00526,25,-80.09399,34.36758,0,0,814,45.0
8940,SAC-2017-00528,25,-79.97474,34.30101,0,0,814,45.0
8941,SAC-2017-00529,25,-79.84455,34.18885,1,0,818,45.0
8942,SAC-2017-00531,25,-80.06884,32.94482,1,1,809,45.0
8943,SAC-2017-00541,25,-79.15026,33.41974,0,0,807,45.0
8944,SAC-2017-00556,25,-78.98781,33.60519,0,1,805,45.0
8945,SAC-2017-00565,25,-79.28593,34.22988,1,1,134,45.0
8946,SAC-2017-00569,25,-80.36417,33.75864,0,1,811,45.0
8947,SAC-2017-00572,25,-79.15397,33.43159,0,0,807,45.0
8948,SAC-2017-00575,25,-80.02559,32.73281,0,1,809,45.0
8949,SAC-2017-00577,25,-80.06762,32.90944,0,1,809,45.0
8950,SAC-2017-00594,25,-82.11901,34.86184,1,0,819,45.0
8951,SAC-2017-00652,25,-79.8977,32.86476,0,0,235,45.0
8952,SAC-2017-00677,25,-81.25381,33.50284,0,0,816,45.0
8953,SAC-2017-00682,25,-80.72798,34.10447,1,0,810,45.0
8954,SAC-2017-00698,25,-79.77876,33.80714,1,1,820,45.0
8955,SAC-2017-00702,25,-78.80866,34.01736,0,1,805,45.0
8956,SAC-2017-00711,25,-80.47584,33.18215,0,1,493,45.0
8957,SAC-2017-00713,25,-80.73794,32.38936,1,0,806,45.0
8958,SAC-2017-00715,25,-79.91733,32.89493,1,1,235,45.0
8959,SAC-2017-00716,25,-80.13205,33.10495,1,1,235,45.0
8960,SAC-2017-00727,25,-78.86391,33.74153,1,0,805,45.0
8961,SAC-2017-00735,25,-78.68964,33.82125,1,1,805,45.0
8962,SAC-2017-00736,25,-78.69069,33.82051,1,1,805,45.0
8963,SAC-2017-00739,25,-79.40061,34.00518,1,1,134,45.0
8964,SAC-2017-00740,25,-79.30467,33.44622,0,0,807,45.0
8965,SAC-2017-00744,25,-79.90143,34.21039,0,1,814,45.0
8966,SAC-2017-00745,25,-81.1703,34.0974,1,1,110,45.0
8967,SAC-2017-00746,25,-79.18764,33.95777,1,0,805,45.0
8968,SAC-2017-00749,25,-79.02058,33.64704,1,0,805,45.0
8969,SAC-2017-00752,25,-79.90139,34.21205,0,0,814,45.0
8970,SAC-2017-00754,25,-81.3032,33.9919,0,1,813,45.0
8971,SAC-2017-00755,25,-78.67424,33.84247,1,1,805,45.0
8972,SAC-2017-00782,25,-82.4783,34.7856,0,0,629,45.0
8973,SAC-2017-00786,25,-80.04577,32.74063,1,0,809,45.0
8974,SAC-2017-00791,25,-80.22691,32.93834,1,0,493,45.0
8975,SAC-2017-00794,25,-79.74664,32.87484,0,0,809,45.0
8976,SAC-2017-00795,25,-79.79665,32.86112,0,1,809,45.0
8977,SAC-2017-00805,25,-79.84075,32.81924,0,1,809,45.0
8978,SAC-2017-00806,25,-78.85895,33.75835,0,0,805,45.0
8979,SAC-2017-00810,25,-79.96488,32.7033,1,0,809,45.0
8980,SAC-2017-00811,25,-80.01715,33.19589,1,0,235,45.0
8981,SAC-2017-00814,25,-79.99276,32.80584,1,1,809,45.0
8982,SAC-2017-00816,25,-80.34869,33.94245,0,0,808,45.0
8983,SAC-2017-00821,25,-78.63508,33.87115,1,1,805,45.0
8984,SAC-2017-00824,25,-80.77817,33.58325,0,0,277,45.0
8985,SAC-2017-00829,25,-79.09358,33.8501,0,1,805,45.0
8986,SAC-2017-00833,25,-80.21816,33.94969,1,1,808,45.0
8987,SAC-2017-00844,25,-79.36661,33.48608,0,1,807,45.0
8988,SAC-2017-00845,25,-79.06941,33.49919,0,1,807,45.0
8989,SAC-2017-00862,25,-80.70497,32.43771,0,1,806,45.0
8990,SAC-2017-00864,25,-80.92401,32.40583,0,1,75,45.0
8991,SAC-2017-00865,25,-80.10637,32.91232,0,0,493,45.0
8992,SAC-2017-00876,25,-82.8595,34.69378,0,0,833,45.0
8993,SAC-2017-00883,25,-79.02071,33.681,1,0,805,45.0
8994,SAC-2017-00886,25,-79.7808,34.12602,0,1,818,45.0
8995,SAC-2017-00895,25,-78.9898,33.6437,0,1,805,45.0
8996,SAC-2017-00900,25,-78.9992,33.89561,0,1,805,45.0
8997,SAC-2017-00902,25,-78.99956,33.89527,0,1,805,45.0
8998,SAC-2017-00904,25,-78.6748,33.86977,0,0,805,45.0
8999,SAC-2017-00915,25,-79.81583,32.88496,0,0,809,45.0
9000,SAC-2017-00917,25,-79.7814,32.8565,0,0,809,45.0
9001,SAC-2017-00918,25,-80.34493,33.93054,0,0,808,45.0
9002,SAC-2017-00920,25,-80.05911,32.73357,0,1,809,45.0
9003,SAC-2017-00927,25,-80.38826,34.77324,0,0,538,45.0
9004,SAC-2017-00931,25,-78.746,33.924,1,1,805,45.0
9005,SAC-2017-00932,25,-78.682,33.819,1,0,805,45.0
9006,SAC-2017-00937,25,-79.85123,32.94486,0,0,235,45.0
9007,SAC-2017-00938,25,-79.84957,32.9478,0,0,235,45.0
9008,SAC-2017-00939,25,-79.8457,32.94834,0,0,235,45.0
9009,SAC-2017-00949,25,-80.34853,33.19592,0,1,493,45.0
9010,SAC-2017-00950,25,-80.63918,33.64887,0,0,277,45.0
9011,SAC-2017-00951,25,-80.146,32.7382,0,0,809,45.0
9012,SAC-2017-00953,25,-80.92304,32.32213,1,1,806,45.0
9013,SAC-2017-00954,25,-79.04649,33.58171,0,1,805,45.0
9014,SAC-2017-00955,25,-79.04506,33.58114,0,1,805,45.0
9015,SAC-2017-00957,25,-78.88862,33.76469,0,1,805,45.0
9016,SAC-2017-00962,25,-81.55383,33.9185,0,0,813,45.0
9017,SAC-2017-00963,25,-81.50463,33.90664,0,0,813,45.0
9018,SAC-2017-00973,25,-81.53774,33.9327,0,0,813,45.0
9019,SAC-2017-00980,25,-78.99894,33.59804,1,1,805,45.0
9020,SAC-2017-00987,25,-79.04179,33.87936,0,0,805,45.0
9021,SAC-2017-00992,25,-80.03767,32.88144,0,1,809,45.0
9022,SAC-2017-00999,25,-82.35152,34.72953,1,1,812,45.0
9023,SAC-2017-01006,25,-80.27812,33.09866,0,1,493,45.0
9024,SAC-2017-01014,25,-80.10731,33.16602,0,1,235,45.0
9025,SAC-2017-01015,25,-80.0961,32.96355,1,0,809,45.0
9026,SAC-2017-01024,25,-78.8205,33.7628,1,0,805,45.0
9027,SAC-2017-01025,25,-80.95727,34.88874,1,1,489,45.0
9028,SAC-2017-01030,25,-80.0021,32.848,0,1,809,45.0
9029,SAC-2017-01031,25,-80.14697,33.11417,1,1,235,45.0
9030,SAC-2017-01044,25,-80.03877,32.79717,0,0,809,45.0
9031,SAC-2017-01045,25,-80.03752,32.79703,0,1,809,45.0
9032,SAC-2017-01053,25,-78.71115,33.85308,0,1,805,45.0
9033,SAC-2017-01055,25,-80.86265,33.85942,0,0,110,45.0
9034,SAC-2017-01059,25,-80.9464,33.9253,0,1,110,45.0
9035,SAC-2017-01060,25,-80.09384,32.96617,1,0,809,45.0
9036,SAC-2017-01067,25,-79.042,33.56214,0,0,807,45.0
9037,SAC-2017-01078,25,-79.80462,32.83211,1,1,809,45.0
9038,SAC-2017-01086,25,-79.90865,32.90455,0,0,235,45.0
9039,SAC-2017-01092,25,-80.0378,33.01743,0,0,235,45.0
9040,SAC-2017-01093,25,-82.06716,34.24617,1,0,821,45.0
9041,SAC-2017-01094,25,-80.13278,33.02224,0,0,235,45.0
9042,SAC-2017-01095,25,-81.07469,33.26375,1,1,828,45.0
9043,SAC-2017-01105,25,-80.07053,32.72572,0,1,809,45.0
9044,SAC-2017-01107,25,-80.78061,32.13822,0,1,806,45.0
9045,SAC-2017-01115,25,-78.63809,33.83896,1,0,805,45.0
9046,SAC-2017-01117,25,-79.35564,33.32862,0,1,807,45.0
9047,SAC-2017-01123,25,-78.9892,33.77217,0,1,805,45.0
9048,SAC-2017-01140,25,-79.52492,33.43307,0,0,807,45.0
9049,SAC-2017-01153,25,-79.05645,33.53912,0,1,807,45.0
9050,SAC-2017-01158,25,-78.98917,33.60423,0,1,805,45.0
9051,SAC-2017-01159,25,-80.01097,32.70043,0,1,809,45.0
9052,SAC-2017-01160,25,-80.37038,33.95123,0,0,808,45.0
9053,SAC-2017-01166,25,-79.0056,33.67685,0,0,805,45.0
9054,SAC-2017-01182,25,-81.87653,34.99358,1,0,819,45.0
9055,SAC-2017-01183,25,-81.28888,32.76231,0,1,543,45.0
9056,SAC-2017-01188,25,-81.69786,35.09977,1,0,834,45.0
9057,SAC-2017-01189,25,-79.74473,32.88338,0,1,809,45.0
9058,SAC-2017-01192,25,-79.7118,33.28336,1,0,235,45.0
9059,SAC-2017-01194,25,-80.28735,32.71808,0,1,809,45.0
9060,SAC-2017-01197,25,-80.23843,32.81994,1,0,809,45.0
9061,SAC-2017-01198,25,-80.51457,33.18969,1,1,493,45.0
9062,SAC-2017-01201,25,-80.19934,33.07902,0,0,235,45.0
9063,SAC-2017-01206,25,-79.9928,32.8671,0,1,809,45.0
9064,SAC-2017-01208,25,-80.09495,32.95781,1,1,809,45.0
9065,SAC-2017-01213,25,-80.3304,33.94169,0,1,808,45.0
9066,SAC-2017-01215,25,-79.0209,33.744,1,1,805,45.0
9067,SAC-2017-01217,25,-80.43952,33.93586,0,1,808,45.0
9068,SAC-2017-01284,25,-81.01263,33.93289,0,0,110,45.0
9069,SAC-2017-01302,25,-78.6534,33.8444,1,0,805,45.0
9070,SAC-2017-01304,25,-80.55048,32.3984,1,0,806,45.0
9071,SAC-2017-01306,25,-80.87433,32.36038,0,0,806,45.0
9072,SAC-2017-01311,25,-80.26226,32.78418,1,0,809,45.0
9073,SAC-2017-01314,25,-80.10332,32.73108,1,1,809,45.0
9074,SAC-2017-01315,25,-80.74131,32.48576,1,0,806,45.0
9075,SAC-2017-01316,25,-79.92326,33.00735,1,1,235,45.0
9076,SAC-2017-01323,25,-81.98531,34.95169,1,0,819,45.0
9077,SAC-2017-01324,25,-82.04223,34.99642,1,0,819,45.0
9078,SAC-2017-01325,25,-81.80697,35.03166,1,0,819,45.0
9079,SAC-2017-01327,25,-79.11686,33.45438,0,0,807,45.0
9080,SAC-2017-01337,25,-80.24871,32.97366,0,0,493,45.0
9081,SAC-2017-01338,25,-80.24672,32.97482,0,0,493,45.0
9082,SAC-2017-01339,25,-80.23811,33.70386,1,0,811,45.0
9083,SAC-2017-01342,25,-78.91696,33.8243,1,1,805,45.0
9084,SAC-2017-01343,25,-79.05651,33.85714,1,1,805,45.0
9085,SAC-2017-01348,25,-80.88553,33.97066,0,0,110,45.0
9086,SAC-2017-01355,25,-78.96895,33.74637,0,0,805,45.0
9087,SAC-2017-01360,25,-78.80834,33.75312,0,1,805,45.0
9088,SAC-2017-01372,25,-81.11636,34.00864,0,0,813,45.0
9089,SAC-2017-01386,25,-79.3584,33.3351,0,0,807,45.0
9090,SAC-2017-01387,25,-79.3616,33.3305,0,1,807,45.0
9091,SAC-2017-01388,25,-79.35307,33.31748,0,0,807,45.0
9092,SAC-2017-01391,25,-79.04,33.559,0,0,807,45.0
9093,SAC-2017-01393,25,-80.05411,32.81,0,0,809,45.0
9094,SAC-2017-01395,25,-79.98737,33.20843,1,1,235,45.0
9095,SAC-2017-01400,25,-79.76344,34.23248,1,0,818,45.0
9096,SAC-2017-01402,25,-78.6496,33.849,0,0,805,45.0
9097,SAC-2017-01404,25,-79.75207,32.87988,0,0,809,45.0
9098,SAC-2017-01405,25,-80.23134,33.05955,0,0,493,45.0
9099,SAC-2017-01408,25,-78.98569,33.63009,0,1,805,45.0
9100,SAC-2017-01426,25,-79.81985,33.00633,1,0,235,45.0
9101,SAC-2017-01427,25,-80.20744,33.05675,0,0,493,45.0
9102,SAC-2017-01431,25,-79.04094,33.5589,0,1,807,45.0
9103,SAC-2017-01435,25,-80.04809,34.3763,0,1,814,45.0
9104,SAC-2017-01436,25,-80.04787,34.36846,1,1,814,45.0
9105,SAC-2017-01437,25,-80.42388,33.96049,1,1,808,45.0
9106,SAC-2017-01438,25,-79.42577,34.42728,0,1,815,45.0
9107,SAC-2017-01439,25,-79.79603,34.20724,0,1,818,45.0
9108,SAC-2017-01440,25,-79.7925,34.20371,0,0,818,45.0
9109,SAC-2017-01445,25,-80.29075,33.19841,1,1,235,45.0
9110,SAC-2017-01446,25,-79.02634,33.7076,0,1,805,45.0
9111,SAC-2017-01447,25,-79.98938,33.19358,0,0,235,45.0
9112,SAC-2017-01451,25,-81.01488,34.02526,0,0,110,45.0
9113,SAC-2017-01455,25,-78.99552,33.75813,1,1,805,45.0
9114,SAC-2017-01457,25,-80.95868,34.04718,1,0,110,45.0
9115,SAC-2017-01463,25,-79.00406,33.94575,1,0,805,45.0
9116,SAC-2017-01466,25,-78.84053,33.91043,1,1,805,45.0
9117,SAC-2017-01467,25,-78.90682,33.90746,1,0,805,45.0
9118,SAC-2017-01485,25,-80.02504,34.3702,0,1,814,45.0
9119,SAC-2017-01488,25,-78.92004,33.67715,0,0,805,45.0
9120,SAC-2017-01498,25,-80.40738,33.96218,0,0,808,45.0
9121,SAC-2017-01500,25,-79.91156,34.10356,0,1,818,45.0
9122,SAC-2017-01501,25,-80.6663,32.4204,0,0,806,45.0
9123,SAC-2017-01519,25,-80.69117,32.22754,0,0,806,45.0
9124,SAC-2017-01522,25,-80.22297,32.947,0,1,493,45.0
9125,SAC-2017-01523,25,-79.92808,32.88743,1,1,235,45.0
9126,SAC-2017-01524,25,-80.0264,33.00894,1,1,235,45.0
9127,SAC-2017-01525,25,-79.97619,32.70593,0,0,809,45.0
9128,SAC-2017-01526,25,-79.94932,32.81911,0,1,809,45.0
9129,SAC-2017-01527,25,-80.96432,32.31538,1,1,75,45.0
9130,SAC-2017-01534,25,-79.98484,32.90007,0,0,809,45.0
9131,SAC-2017-01542,25,-79.05,33.622,0,1,805,45.0
9132,SAC-2017-01543,25,-79.06917,33.56528,0,1,807,45.0
9133,SAC-2017-01544,25,-80.0594,32.73345,0,0,809,45.0
9134,SAC-2017-01547,25,-79.82284,32.81864,0,0,809,45.0
9135,SAC-2017-01550,25,-80.13147,32.94753,0,1,493,45.0
9136,SAC-2017-01552,25,-80.09888,32.74442,0,0,809,45.0
9137,SAC-2017-01553,25,-80.96765,32.30384,0,0,806,45.0
9138,SAC-2017-01606,25,-80.92441,32.40877,0,0,75,45.0
9139,SAC-2017-01615,25,-80.14015,32.97387,0,1,493,45.0
9140,SAC-2017-01624,25,-80.904,34.00861,0,0,110,45.0
9141,SAC-2017-01625,25,-80.0167,32.7967,1,0,809,45.0
9142,SAC-2017-01626,25,-80.03985,33.00464,0,0,235,45.0
9143,SAC-2017-01628,25,-80.07487,33.09968,1,1,235,45.0
9144,SAC-2017-01636,25,-80.06405,32.76981,1,0,809,45.0
9145,SAC-2017-01637,25,-80.05757,32.77142,1,1,809,45.0
9146,SAC-2017-01639,25,-80.136,33.0121,0,0,809,45.0
9147,SAC-2017-01647,25,-81.16698,34.92181,0,0,489,45.0
9148,SAC-2017-01649,25,-80.99689,35.02076,0,0,489,45.0
9149,SAC-2017-01652,25,-79.98156,32.79729,0,0,809,45.0
9150,SAC-2017-01656,25,-81.25608,33.90214,0,0,813,45.0
9151,SAC-2017-01657,25,-80.95128,34.16492,1,1,110,45.0
9152,SAC-2017-01659,25,-80.04959,32.73397,1,1,809,45.0
9153,SAC-2017-01662,25,-81.17163,34.09416,1,0,110,45.0
9154,SAC-2017-01663,25,-81.30648,34.13627,0,0,813,45.0
9155,SAC-2017-01664,25,-78.7838,33.8605,1,1,805,45.0
9156,SAC-2017-01671,25,-80.94177,32.27797,1,0,806,45.0
9157,SAC-2017-01685,25,-80.18423,34.41335,0,0,814,45.0
9158,SAC-2017-01689,25,-80.07486,32.92277,1,1,809,45.0
9159,SAC-2017-01692,25,-79.66796,32.96092,0,1,809,45.0
9160,SAC-2017-01703,25,-80.85221,32.25347,0,0,806,45.0
9161,SAC-2017-01705,25,-80.0274,32.92507,0,0,809,45.0
9162,SAC-2017-01706,25,-80.97604,32.91254,0,0,830,45.0
9163,SAC-2017-01710,25,-79.85931,34.29201,1,1,814,45.0
9164,SAC-2017-01719,25,-79.6831,34.27251,0,1,818,45.0
9165,SAC-2017-01720,25,-79.68488,34.2747,0,0,818,45.0
9166,SAC-2017-01722,25,-80.14442,32.69556,0,0,809,45.0
9167,SAC-2017-01723,25,-79.179,33.418,0,1,807,45.0
9168,SAC-2017-01726,25,-80.05984,32.65688,1,1,809,45.0
9169,SAC-2017-01729,25,-80.03401,33.05978,0,0,235,45.0
9170,SAC-2017-01732,25,-80.22878,32.99931,0,1,493,45.0
9171,SAC-2017-01735,25,-81.41173,33.77247,0,0,813,45.0
9172,SAC-2017-01736,25,-81.04376,34.97516,0,0,489,45.0
9173,SAC-2017-01740,25,-82.2432,34.94585,1,1,812,45.0
9174,SAC-2017-01741,25,-80.68342,32.20883,1,1,806,45.0
9175,SAC-2017-01743,25,-79.76806,34.20941,0,0,818,45.0
9176,SAC-2017-01745,25,-79.75811,34.21212,0,0,818,45.0
9177,SAC-2017-01746,25,-79.75132,34.20338,0,0,818,45.0
9178,SAC-2017-01747,25,-82.6518,35.0022,0,0,822,45.0
9179,SAC-2017-01750,25,-78.63924,33.83899,1,0,805,45.0
9180,SAC-2017-01751,25,-78.63839,33.83909,1,0,805,45.0
9181,SAC-2017-01752,25,-79.76265,34.20659,0,0,818,45.0
9182,SAC-2017-01753,25,-79.7638,34.20233,0,0,818,45.0
9183,SAC-2017-01767,25,-81.08267,32.27733,0,0,75,45.0
9184,SAC-2017-01796,25,-80.19053,32.96533,0,0,493,45.0
9185,SAC-2017-01798,25,-79.94743,32.84821,0,0,809,45.0
9186,SAC-2017-01799,25,-80.1438,33.03819,0,0,235,45.0
9187,SAC-2017-01800,25,-80.0386,32.9099,1,0,809,45.0
9188,SAC-2017-01801,25,-80.87985,32.25896,0,1,806,45.0
9189,SAC-2017-01802,25,-80.8826,32.2552,0,1,806,45.0
9190,SAC-2017-01804,25,-80.8794,32.2397,0,1,806,45.0
9191,SAC-2017-01805,25,-80.87604,32.25238,1,1,806,45.0
9192,SAC-2017-01808,25,-80.28429,33.91556,1,0,808,45.0
9193,SAC-2017-01809,25,-80.33386,33.39681,0,0,816,45.0
9194,SAC-2017-01810,25,-80.0723,33.10816,0,0,235,45.0
9195,SAC-2017-01821,25,-82.34299,34.82943,1,1,812,45.0
9196,SAC-2017-01822,25,-79.78954,32.84434,0,0,809,45.0
9197,SAC-2017-01823,25,-79.01529,33.74022,0,0,805,45.0
9198,SAC-2017-01824,25,-79.78515,34.20227,0,0,818,45.0
9199,SAC-2017-01827,25,-79.5962,33.16335,0,0,235,45.0
9200,SAC-2017-01829,25,-82.43645,35.00255,1,0,812,45.0
9201,SAC-2017-01830,25,-81.0606,33.9643,0,0,813,45.0
9202,SAC-2017-01831,25,-81.03476,34.93787,0,0,489,45.0
9203,SAC-2017-01832,25,-81.03368,34.79698,1,0,595,45.0
9204,SAC-2017-01841,25,-80.84776,33.46092,0,1,816,45.0
9205,SAC-2017-01849,25,-81.61956,35.10189,0,0,834,45.0
9206,SAC-2017-01852,25,-81.78888,35.05797,0,0,834,45.0
9207,SAC-2017-01857,25,-80.95587,34.95803,0,1,489,45.0
9208,SAC-2017-01873,25,-78.95678,33.65252,0,1,805,45.0
9209,SAC-2017-01874,25,-79.02056,33.74803,1,1,805,45.0
9210,SAC-2017-01875,25,-79.9216,32.7372,0,0,809,45.0
9211,SAC-2017-01883,25,-78.9032,33.69938,0,1,805,45.0
9212,SAC-2017-01886,25,-80.92098,35.00105,0,0,489,45.0
9213,SAC-2017-01895,25,-78.94168,33.69437,1,0,805,45.0
9214,SAC-2017-01896,25,-80.08978,33.00293,0,0,235,45.0
9215,SAC-2017-01902,25,-79.001,33.621,0,1,805,45.0
9216,SAC-2017-01903,25,-78.724,33.947,1,1,805,45.0
9217,SAC-2017-01915,25,-78.6565,33.84,0,0,805,45.0
9218,SAC-2017-01916,25,-78.98684,33.7831,1,0,805,45.0
9219,SAC-2017-01917,25,-82.23213,34.68819,0,0,812,45.0
9220,SAC-2017-01919,25,-81.22139,33.99895,0,1,813,45.0
9221,SAC-2017-01920,25,-80.25553,33.07911,1,1,493,45.0
9222,SAC-2017-01921,25,-80.89832,32.25684,1,1,806,45.0
9223,SAC-2017-01925,25,-79.80764,33.75774,1,1,820,45.0
9224,SAC-2017-01928,25,-80.34535,33.96769,0,1,808,45.0
9225,SAC-2017-01929,25,-79.86605,34.72943,1,0,826,45.0
9226,SAC-2017-01930,25,-80.8677,32.26302,0,0,806,45.0
9227,SAC-2017-01931,25,-80.86144,33.66695,1,1,277,45.0
9228,SAC-2017-01934,25,-82.13628,34.64742,1,1,825,45.0
9229,SAC-2017-01935,25,-82.15879,34.85023,1,1,819,45.0
9230,SAC-2017-01938,25,-80.76803,32.46535,0,1,806,45.0
9231,SAC-2017-01943,25,-80.2353,33.02793,1,1,493,45.0
9232,SAC-2017-01948,25,-79.69046,33.77213,1,0,820,45.0
9233,SAC-2017-01950,25,-79.33392,33.52553,0,0,807,45.0
9234,SAC-2017-01951,25,-79.00728,33.6189,1,0,805,45.0
9235,SAC-2017-01952,25,-79.84785,32.82331,0,1,809,45.0
9236,SAC-2017-01957,25,-81.16858,34.68502,1,0,595,45.0
9237,SAC-2017-01962,25,-80.37226,34.76097,0,1,538,45.0
9238,SAC-2017-01966,25,-81.0214,32.507,1,0,75,45.0
9239,SAC-2017-01969,25,-82.17329,34.14469,0,0,821,45.0
9240,SAC-2017-01971,25,-82.11528,34.85874,1,0,819,45.0
9241,SAC-2017-01974,25,-79.0186,33.682,1,0,805,45.0
9242,SAC-2017-01975,25,-80.02258,34.36133,0,1,814,45.0
9243,SAC-2017-01977,25,-79.92781,34.7176,0,1,538,45.0
9244,SAC-2017-01987,25,-79.7671,32.7996,0,1,809,45.0
9245,SAC-2017-01988,25,-78.88887,33.82579,1,0,805,45.0
9246,SAC-2017-01994,25,-80.87852,33.46885,0,1,816,45.0
9247,SAC-2017-01997,25,-81.1496,33.77852,0,0,813,45.0
9248,SAC-2017-01998,25,-82.12805,34.28432,0,0,821,45.0
9249,SAC-2017-02002,25,-79.29,33.4116,0,1,807,45.0
9250,SAC-2018-00021,25,-81.6637,35.1427,0,0,834,45.0
9251,SAC-2018-00025,25,-82.0978,34.15079,1,1,821,45.0
9252,SAC-2018-00028,25,-81.18424,34.11,0,0,110,45.0
9253,SAC-2018-00037,25,-79.0303,33.7199,1,0,805,45.0
9254,SAC-2018-00041,25,-80.02587,33.07882,1,1,235,45.0
9255,SAC-2018-00053,25,-79.12147,33.8292,1,0,805,45.0
9256,SAC-2018-00058,25,-79.4708,33.31426,1,1,807,45.0
9257,SAC-2018-00064,25,-79.14521,33.45117,0,1,807,45.0
9258,SAC-2018-00069,25,-80.89547,32.24908,0,1,806,45.0
9259,SAC-2018-00073,25,-79.65401,32.98312,1,0,809,45.0
9260,SAC-2018-00076,25,-80.07156,32.7252,0,0,809,45.0
9261,SAC-2018-00078,25,-80.1889,33.0329,0,0,493,45.0
9262,SAC-2018-00082,25,-80.2409,33.0221,0,1,493,45.0
9263,SAC-2018-00094,25,-78.73833,33.93486,1,1,805,45.0
9264,SAC-2018-00100,25,-79.98763,32.85979,0,0,809,45.0
9265,SAC-2018-00101,25,-79.97232,32.84639,0,0,809,45.0
9266,SAC-2018-00102,25,-79.99016,32.9001,0,0,809,45.0
9267,SAC-2018-00103,25,-79.99473,32.85628,0,0,809,45.0
9268,SAC-2018-00106,25,-80.04134,32.86325,0,0,809,45.0
9269,SAC-2018-00111,25,-81.27511,33.93229,1,1,813,45.0
