jurisdiction_type,da_number,district,project_name,longitude,latitude,date_issued_or_denied,rha_determination,cwa_determination,rha1,rha2,cwa1,cwa2,cwa3,cwa4,cwa5,cwa6,cwa7,cwa8,cwa9,potential_wetland
RAPANOS,MVP-2017-01413-MJB,St. Paul,"Rogers, City of / Rogers Drive Drainage Improvement",-93.55068,45.1965,3/23/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01416-KJH,St. Paul,Mark Gottschalk Farms Tile and Waterway Cleanout,-89.09483,43.15289,6/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01427-KJH,St. Paul,Josh Miller /  Rindy Farm Tile Replacement ,-89.33399,43.18684,7/5/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01442-LMG,St. Paul,Bethel University,-93.16085,45.05634,6/26/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01459-JLK,St. Paul,"Howard, Village of; Meadowbrook Park",-88.09428,44.55965,5/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01461-JLK,St. Paul,"Howard, Village of; Bridge",-88.08868,44.56022,5/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01464-JLK,St. Paul,"Howard, Village of; Bridge",-88.0955,44.55909,6/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01512-JTB,St. Paul,Trident Development / Astra Village 3rd Addition,-93.35038,45.12455,8/17/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01525-ANM,St. Paul,"Grand Enterprise Drive, LLC / Grand Appliance and TV",-87.91214,42.70248,7/21/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01530-JTB,St. Paul,Trinity Development / Meadows at Spring Creek,-93.63461,44.77463,11/9/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01535-MJB,St. Paul,Jon Erichson / Fox Pointe Townhomes Wetland Delineation ,-92.9854,43.69106,10/3/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01538-JTB,St. Paul,"Ruzin, Scott / Cedar Street Site",-93.5795,44.91406,6/19/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01541-MMJ,St. Paul,"KJ Walk, Inc. / Pilot Knob and 178th Street",-93.18192,44.69042,7/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01559-JTB,St. Paul,Jacobson Engineering / Bethlehem 1st Addition,-93.25762,44.66774,10/23/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01561-MMJ,St. Paul,Homeland Builders / 420 Railroad Street West,-93.93116,44.76984,11/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01591-KAL,St. Paul,Kwik Trip Hermantown Delineation,-92.17544,46.80819,4/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01593-MJB,St. Paul,Luhman (Zumbrota 3) Solar Garden / Wetland Delineation ,-92.72313,44.29162,7/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01606-KJH,St. Paul,Hensen Bro Dairy / Tile Maintenance,-89.4868,43.14098,7/25/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01609-KJH,St. Paul,Token Creek Farms / Farm Tile,-88.94618,43.4121,7/25/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01610-KJH,St. Paul,Token Creek Farms LLC / Farm Tile Maintenance ,-89.12866,43.25039,8/3/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01619-MHK,St. Paul,"Dorau, John & Susan / Pewaukee Lake Grading",-88.30717,43.08063,6/20/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01620-MLV,St. Paul,Loves Travel Center Site,-93.64453,45.23943,11/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01622-BBY,St. Paul,Coon Rapids City Parcels,-93.30154,45.15126,10/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01623-AIS,St. Paul,"Viskocil, John / Wetland Delineation",-88.29721,42.54024,11/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01628-ARC,St. Paul,Dennis Rysdahl Gitchi Gami State Trail Expansion Wetland Delineation,-90.8305,47.57643,8/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01644-KAL,St. Paul,St. Louis County Land and Minerals Department Storage Area Expansion,-92.16536,46.87026,4/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01671-LMG,St. Paul,Canopus Community Solar Garden,-94.82275,45.42847,7/26/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01699-KJH,St. Paul,Dustin Atkielski / St. John Properties Wetland Delineation ,-89.32362,43.16389,7/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01720-EJI,St. Paul,PROffutt Limited Partnership Horizon Shores Development / AJD,-96.72019,46.84948,8/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01737-MHK,St. Paul,"Wisniewski, Francis / Landscape Pond",-88.97688,42.95474,6/21/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01744-MVM,St. Paul,St. Cloud Southwest Addition,-94.222,45.51468,12/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01750-ARC,St. Paul,Country Club Patio Homes Wetland Delineation,-92.49004,46.7191,8/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01766-ANM,St. Paul,Wisconsin DOT / USH 41 North Ave Stormwater Detention Pond,-88.05201,43.06063,8/16/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01795-TJH,St. Paul,Dubhe Community Solar Garden,-92.90501,45.49268,11/21/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01807-KAL,St. Paul,New Energy Equity Cornillie 2 Solar Project,-92.89967,45.45936,11/8/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01810-MMW,St. Paul,Norelius Community Solar Garden,-92.89286,45.4725,11/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01812-MJB,St. Paul,City of Kasson / South Mantorville Avenue Reconstruction ,-92.74827,44.01935,9/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01814-MJB,St. Paul,Peter McMurtry / Dodge Community Solar I Wetland Delineation ,-92.88081,44.04505,10/2/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01836-KAL,St. Paul,Keavin and Lynda Bostrom Delineation / AJD,-92.14944,46.8188,9/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01837-ARC,St. Paul,Mary Jacobson Residential Home Construction,-92.44979,46.60868,8/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01844-SJW,St. Paul,Haas Sons Properties /Dickerson pit,-90.84317,44.90763,8/15/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01851-BBY,St. Paul,Libra Community Solar Garden,-95.38848,45.67128,7/26/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01852-LMG,St. Paul,Pisces Community Solar Garden,-94.99601,45.45203,7/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01864-NTD,St. Paul,Wagner; Pond Construction,-88.35922,44.35624,7/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01878-JTB,St. Paul,M/I Homes / Haven Ridge Sanitary Extension,-93.40854,44.75457,7/24/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01881-SJW,St. Paul,Sandy Klinke/Klinke Grassed Waterway,-90.75077,44.73477,8/15/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01912-AJK,St. Paul,Zilber Property Group / Nitto Denko Development,-87.89159,42.51666,2/26/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01925-NTD,St. Paul,Pathways Church / Wetland Delineation,-88.4102,44.29988,10/1/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01939-MVM,St. Paul,Kadler Ave,-93.68387,45.25574,10/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01944-JTB,St. Paul,Apple Valley - Eagan Public Schools / Greenleaf Elementary School,-93.20889,44.7551,10/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01949-KAL,St. Paul,Launch Properties Wetland Delineation Anderson Road,-92.14247,46.80089,11/29/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01950-MLV,St. Paul,7423 Kadler Ave Site,-93.68906,45.25762,11/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-01956-SJW,St. Paul,Larson Pond Project,-90.2081,44.67569,8/15/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-01992-MJB,St. Paul,Peter McMurtry / Dodge Community Sollar II Wetland Delineation ,-92.90892,44.05107,10/2/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02013-JTB,St. Paul,"Burnsville, City of / Alimagnet Drainage Study",-93.24906,44.7444,9/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02023-JTB,St. Paul,"Pulte Group, Inc. / Troy Ridge North Site",-93.51587,45.05891,10/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02033-LMG,St. Paul,Gertken (Avon) Solar Garden,-94.4837,45.61759,7/26/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02050-NTD,St. Paul,"ATW Airport, NW Cargo Area Expansion",-88.51931,44.26757,8/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02053-LMG,St. Paul,Christianson Vicky Lane,-93.10361,45.19461,12/5/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02064-MJB,St. Paul,Golden Hill Development Site Wetland Delineation ,-92.46054,43.98855,10/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02087-MHK,St. Paul,"Waukesha, Town of/ Great Lakes Water Supply Program AJD",-88.19316,42.99455,5/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02094-MMJ,St. Paul,"Cygnus Community Solar Garden, LLC / Cygnus Community Solar Garden",-96.26601,43.90061,8/2/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02097-KJH,St. Paul,R Acres-Lange Farm / Drain Tiles ,-89.09079,43.13012,9/5/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02117-MJB,St. Paul,Zumbrota 2 Hader Solar Garden Delineation ,-92.74074,44.29883,8/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02139-MJB,St. Paul,LaCrescent 1 Leidel Wetland Delineation,-91.32431,43.85866,10/2/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02144-LMG,St. Paul,"Cobb, John / Geneva Lake Grading",-88.45137,42.55949,10/17/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02155-RJH,St. Paul,McClintock-Treep; Pond,-88.51909,44.13736,8/8/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02191-AIS,St. Paul,Dusty Drive road extension,-88.31417,44.23189,4/8/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02206-JLK,St. Paul,"Kwik Trip, Inc. / Little Chute Kwik Trip 923",-88.31234,44.29112,10/19/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02301-LMG,St. Paul,JJ Solar Site,-94.05331,45.63544,7/26/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02303-LMG,St. Paul,Kasch Community Solar Garden,-94.06138,45.62454,7/26/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02305-MVM,St. Paul,Edgewood Drive,-93.65443,45.21706,10/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02338-KJH,St. Paul,Kersten Farms LLC / Converted Wetland,-89.078,43.1257,8/2/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02340-KJH,St. Paul,Verona Area School District / Parking Lot ,-89.54349,43.00577,12/20/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02342-SJW,St. Paul,Justin Briski Building Site,-90.73947,44.81461,7/21/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02346-SJW,St. Paul,Witt Building Site,-90.17804,43.9819,7/21/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02358-JTB,St. Paul,USS Lake Patterson Solar LLC / Lake Patterson Community Solar Garden,-93.88348,44.83929,8/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02364-KJH ,St. Paul,Brian Haas / Pond ,-89.94739,42.69272,8/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02373-LMG,St. Paul,Beltline Sewer Rehabilitation Project,-93.04111,44.96513,7/26/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02388-PRH,St. Paul,"Duke Realty, LP / Arbor Lakes Business Park",-93.41667,45.09271,12/15/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02395-BBY,St. Paul,"Bartus, Kurt / West Branch Fond du Lac River Landscape Pond",-88.50392,43.76422,10/17/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02396-RAN,St. Paul,"Somers USA, LLC / Golden Oil-Village Somers-Timber Matting",-87.95033,42.61633,1/11/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02400-RJH,St. Paul,Vande Hei Dairy LLC; Feed Storage Pad,-88.26491,44.53714,8/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02455-MMJ,St. Paul,"Pavek, Matt / Meadows of Wasserman Lake",-93.67003,44.83303,11/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02466-MMJ,St. Paul,Hansen Hometech / Santa Vera Apartments,-93.53706,44.86657,12/7/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02471-JTB,St. Paul,Tiller Corporation / Tiller Corporation Commercial Asphalt Site,-93.4594,44.88747,10/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02473-EJW,St. Paul,RCS-RCA Oak Ridge LLC / Oakridge Conference Center,-93.60709,44.84017,10/4/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02474-JTB,St. Paul,Tennant Company / Tennant Company Site,-93.35269,44.98662,10/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02484-JTB,St. Paul,USS Hancock Solar LLC / Hancock Community Solar Garden,-93.7857,44.70371,8/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02494-JTB,St. Paul,"St. Louis Park, City of / Connect the Park",-93.39967,44.95254,10/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02545-LMG,St. Paul,Big Lake 1 Community Solar Garden,-93.77071,45.31577,9/5/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02555-LMG,St. Paul,County Road D Site,-93.04695,45.03636,8/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02557-LMG,St. Paul,USS Brockway Community Solar Garden,-94.21254,45.68227,9/5/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02559-BBY,St. Paul,Anoka CSAH 14 Reconstruction Project (SP 002-614-045) ,-93.15253,45.19968,7/11/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02565-MLV,St. Paul,Town Lakes - 7th Addition,-93.656,45.2514,12/5/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02580-SMD,St. Paul,Novel Solar Seven / 250 KW DC Solar Garden,-94.79006,43.96328,11/13/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02583-DAS,St. Paul,"Dragone, Vincent / Turek Property Wetland Delineation",-93.59615,44.53154,3/21/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02593-MMJ,St. Paul,"Dayton Development Partnership, LLC / Ramsay and Bouley Parcels",-93.47184,45.21762,12/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02599-BBY,St. Paul,Pinecrest Estates,-93.53919,45.44686,10/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02606-MJB,St. Paul,Bouldan Solar Project Wetland Delineation ,-93.4888,43.90697,10/2/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02619-MLV,St. Paul,Hunter's Pass 3rd Addition,-93.65161,45.25141,12/5/2017,0,1,0,0,0,0,0,0,0,0,0,0,1,1
RAPANOS,MVP-2017-02622-LMG,St. Paul,Trace Heights,-93.54909,45.33899,10/4/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02623-MMW,St. Paul,USS Joyous Solar LLC,-92.87222,45.05935,11/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02626-JTB,St. Paul,Dakota County / CP62-26,-92.92623,44.6733,8/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02631-SMD,St. Paul,SunE Xcel St. Cloud 1,-94.12139,45.47735,12/19/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02632-BBY,St. Paul,Seneca Solar Project,-93.20125,44.82807,8/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02641-MMJ,St. Paul,"Stradtman, David / Rachel Development",-93.52607,45.0838,12/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02655-TJH,St. Paul,"Vongroven, Lynn / Earthen dam pond repair",-92.66663,46.35737,9/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02657-MVM,St. Paul,"Martineau, Jeff / Martineau Site",-93.90694,45.19424,5/9/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02662-BBY,St. Paul,"Zimmerman, Michael / Zim-Mar Properties LLC Franklin Mixed Use Development",-88.01682,42.91611,3/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02664-PRH,St. Paul,George and Lorie Halvorson / Bracketts Point Road Site,-93.55942,44.95432,11/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02667-LMG,St. Paul,Lever Street NE,-93.15419,45.20545,10/4/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02674-SJW,St. Paul,Don Boyung Building Site,-90.39729,44.52472,9/8/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02675-SJW,St. Paul,Richardson Pond Project,-90.01795,44.53545,9/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02700-MLV,St. Paul,"Rusch, Craig / Sheboygan Fedex Facitlity",-87.75035,43.70068,11/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02723-SMD,St. Paul,Lake Andrew Crossing,-95.04715,45.30316,9/20/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02732-MJB,St. Paul,La Crescent A&K Solar Garden Wetland Delineation ,-91.31265,43.79225,10/2/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02738-BBY,St. Paul,Stearns Solar 1,-94.55725,45.64916,7/3/2018,0,1,0,0,0,0,1,0,1,0,0,0,0,0
RAPANOS,MVP-2017-02752-PRH,St. Paul,John Arthur Homes / McColl Drive Parcel,-93.38881,44.76801,11/9/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02778-BBY,St. Paul,North Country Acres,-93.62394,45.49908,6/13/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02792-SJW,St. Paul,Aaron Drexler/Drexler Pond,-90.30178,44.56647,10/20/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02793-SJW,St. Paul,Amy Korslin/Korslin Residential Development,-89.9831,44.45802,10/27/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02798-AIS,St. Paul,Maple Leaf Dairy / West Farm,-87.76823,43.95609,1/9/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02830-MMW,St. Paul,"Schedin, Larry / Fill wildlife pond",-93.80806,47.54625,9/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02861-BBY,St. Paul,Blattner Energy Expansion,-94.44783,45.59763,11/9/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02879-RJH,St. Paul,Cleaveland Investments 3308 LLC / Marinette Medical,-87.65461,45.08624,10/25/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02893-MMW,St. Paul,"Mahtomedi, City of / Katherine Abbott Park",-92.96283,45.04204,11/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02911-JMB,St. Paul,"Weyerhaeuser, Vvillage of / Waste Water Treatment Facility Expansion",-91.41316,45.41349,2/20/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02919-MJB,St. Paul,Joe Tierney / La Crescent Karr Wetland Delineation ,-91.32707,43.8658,10/23/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02924-MMW,St. Paul,Custom One Homes / Walker Property,-92.96108,44.87486,11/27/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02926-BBY,St. Paul,Cottagewood Cove,-93.18024,45.20584,2/26/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02943-KBH,St. Paul,Trident Development / Hauer Property,-93.48095,44.77751,3/21/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02947-RMM,St. Paul,Dakota County Transportation Department: CP88-20 / CSAH 88,-92.98536,44.52433,10/4/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-02949-LMG,St. Paul,Kenosha Regional Airport / Gateway EVOC Track,-87.91621,42.59076,12/5/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02994-TJH,St. Paul,"Pool 2 DMMP Site, Nelson Mine, Grey Cloud Island ",-92.97455,44.7794,9/16/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-02998-SJW,St. Paul,"Coulee Frac Sand, LLC/Pine Crest Pond Enlargement",-90.86972,44.49951,10/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-03006,St. Paul,"Prior Lake, City of / 2018 Street Reconstruction (Area 2)",-93.41437,44.71605,10/4/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-03007-MMJ,St. Paul,"Prior Lake, City of / 2018 Street Reconstruction (Area 3)",-93.40657,44.72192,8/10/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-03009-RMM,St. Paul,BLC Community Bank / Sheboygan River Wetland Culvert,-87.82777,43.74939,12/7/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-03026-SMD,St. Paul,"Sheboygan, City of / Shaw Family Playground - Evergreen Park",-87.74039,43.77617,1/17/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-03055-BBY,St. Paul,Stamer Solar Project,-95.3598,44.95536,9/20/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-03079-LMG,St. Paul,Beacon Bluff,-93.05803,44.9676,12/4/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-03123-DWW,St. Paul,Central Commons LLC EAW Mixed-Use Development,-92.86079,45.03349,3/27/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-03126-BBY,St. Paul,CSAH 8 (MN Hwy 24 to US Hwy 10),-93.9622,45.40669,11/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-03140-LMG,St. Paul,161st Avenue Northwest,-93.33897,45.2609,12/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-03151-SMD,St. Paul,Northfork Villas,-93.49401,45.24659,1/4/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPANOS,MVP-2017-03153-LMG,St. Paul,Tiller Corporation / Livonia Township,-93.56863,45.39773,1/12/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-03159-MLV,St. Paul,"Prahl, Dan / Dan's Diesel",-95.01633,45.17696,1/8/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RAPANOS,MVP-2017-03161-BBY,St. Paul,Sherburne County - CSAH 11,-93.82013,45.52377,5/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
